2357 1698
44 215 150
945 1609 377
671 900 94
1317 1847 303
206 336 81
947 1566 264
26 833 662
14 1847 1418
1507 1765 144
479 1620 18
133 1548 630
69 1773 421
339 1682 797
1080 1357 10
27 755 266
801 1108 82
628 2286 1178
1331 2049 346
425 536 105
648 911 230
22 448 246
1975 2062 37
886 2044 789
1922 2072 59
2075 2357 106
59 1628 1229
1140 1199 44
155 411 71
172 2101 137
354 1006 437
1428 1548 20
151 340 45
158 930 614
966 1332 80
16 274 151
28 1480 175
210 645 301
313 1918 779
1249 2194 468
410 1499 547
299 693 296
48 985 493
670 922 24
489 736 18
241 2070 1756
1849 2307 120
575 639 32
1299 2315 986
772 1914 577
239 1642 3
522 867 244
2156 2273 31
117 408 226
404 739 56
1034 1035 2
20 975 391
1557 2154 506
137 1295 1094
352 1552 474
315 486 69
569 1298 519
100 1205 379
732 2337 1438
646 2285 1280
385 2102 1453
1550 2002 298
319 698 309
403 455 23
450 847 282
913 1799 169
487 1619 670
237 2052 630
194 1032 803
273 281 5
115 220 49
4 27 10
544 1133 503
95 381 229
1307 1327 18
19 1859 1144
176 560 322
81 330 67
581 1101 50
517 1167 153
62 419 353
244 2151 1548
1176 1621 324
401 1944 1199
1836 2299 193
357 503 107
104 411 46
210 1468 882
1162 1772 112
89 144 40
99 654 144
843 868 19
1108 1373 67
713 1486 689
327 362 36
153 268 108
1660 1768 57
625 917 101
70 1682 1032
311 1913 1481
633 1903 719
358 882 132
330 2158 1623
711 1144 181
267 535 69
124 220 89
414 1030 324
141 364 122
2 612 536
376 1850 773
902 1028 87
19 268 105
762 1064 94
763 880 104
223 1025 185
175 1163 476
1530 1833 74
1588 1735 42
801 2206 1083
496 698 39
462 2225 804
179 945 641
404 618 156
1106 1264 42
1675 1933 158
3 926 468
267 599 28
264 1990 1248
1914 2294 355
901 906 5
733 935 44
1318 1461 70
877 1178 194
686 1222 147
173 440 21
1055 1283 122
3 698 339
286 849 354
1991 2304 287
546 1388 27
105 313 174
113 157 3
850 1351 479
272 614 122
64 492 10
952 1087 45
35 39 0
272 759 62
1790 1894 58
339 414 18
518 1735 1186
316 601 69
1074 1323 125
2197 2257 52
58 324 243
173 1878 781
1252 1368 22
1226 1325 83
334 480 138
397 1389 981
313 655 232
194 322 86
669 764 88
71 426 23
419 436 14
196 944 365
2028 2107 62
38 1106 158
44 190 39
251 2013 1749
662 765 35
131 556 394
872 1583 705
1647 2354 601
341 371 29
3 8 5
96 223 8
438 1017 356
1539 1773 165
1251 1312 33
113 956 572
598 735 37
6 8 0
1214 1997 141
663 761 92
165 1338 757
530 710 5
778 1146 310
1157 2103 853
705 1321 218
1728 2185 159
155 239 27
308 988 205
2063 2263 144
262 2192 1630
1052 2249 675
505 1828 371
1074 1802 204
301 1419 542
70 193 18
226 1435 632
538 782 175
439 1173 368
624 655 12
2264 2339 19
1151 1614 251
1401 2248 474
618 2090 854
431 1875 663
417 735 312
76 272 169
433 673 80
398 560 36
923 2057 1001
669 1461 674
48 238 81
348 927 53
182 304 114
42 75 1
143 374 166
644 1008 199
196 403 50
62 394 254
46 51 6
902 1099 10
530 958 319
18 1346 779
1108 1938 134
272 1330 310
872 1011 37
1206 1664 421
45 127 25
1249 1306 12
1320 2197 30
457 1470 676
1729 1733 4
295 796 407
1041 1290 108
425 1354 343
142 718 60
191 568 84
298 1115 564
502 650 55
638 1922 329
185 1251 96
132 524 102
528 1873 52
313 986 141
841 1366 215
76 759 319
306 682 179
164 1786 282
933 2124 659
1122 1521 299
157 1584 77
276 420 143
8 376 295
102 113 0
254 850 454
85 261 61
125 1749 924
1231 1273 22
425 1266 103
867 2319 40
113 632 9
468 1285 129
171 1452 1008
158 719 48
1117 1523 356
374 1575 1194
553 2273 931
69 103 18
1826 1909 29
700 1757 195
1513 2213 51
1345 1685 241
466 1117 121
138 604 29
2192 2269 16
46 70 16
186 455 178
1506 1839 226
508 1262 490
571 990 232
120 741 209
539 589 36
246 380 131
167 2025 1061
995 1061 32
487 716 8
97 124 4
1680 2220 519
440 819 226
752 818 39
1537 1902 303
1067 2015 144
809 2225 762
190 2124 1926
91 836 402
185 270 47
375 1618 794
388 2188 1185
918 1273 275
144 712 153
767 893 80
435 1342 664
1442 2176 220
284 574 231
318 1495 853
86 192 43
771 1491 641
262 539 66
280 1230 200
753 1896 646
88 1059 600
282 1724 107
49 1587 1118
2044 2097 23
730 1404 234
1653 1884 197
19 408 371
1261 1897 543
1109 1264 99
964 1998 122
228 1927 145
361 818 37
1370 2118 598
1529 1872 149
339 1756 915
6 240 180
1004 1121 101
8 58 51
1448 1544 8
170 1273 454
1020 1317 117
452 649 132
316 352 36
452 1588 814
161 662 408
375 1296 855
975 2252 344
907 2148 679
699 839 80
24 170 89
1767 2242 435
816 2029 541
253 1132 544
612 1259 409
108 1177 311
97 941 599
219 831 426
53 205 106
73 467 251
32 329 164
405 1686 604
786 2037 412
26 1974 951
366 678 279
1510 2150 327
681 968 234
18 466 106
33 782 234
431 545 29
488 797 109
313 1524 886
868 1763 515
139 622 105
628 835 2
872 1404 165
87 539 132
1076 1538 207
142 470 69
1021 1043 0
257 906 28
466 1407 148
413 430 1
20 1288 946
674 984 272
5 22 16
887 917 23
374 503 95
421 656 90
148 213 57
1678 2319 268
557 594 8
15 42 13
411 2045 568
311 2338 406
189 525 319
369 969 323
1574 2116 480
13 790 412
601 1118 148
257 434 91
117 731 231
310 2249 787
50 2239 1414
74 750 46
382 1067 2
1119 1281 116
456 562 9
952 1375 240
509 973 110
398 1020 582
545 1272 539
1107 1283 71
624 854 161
1026 1861 532
1304 1551 145
979 1071 43
551 1335 506
233 345 40
86 742 575
1455 1987 531
212 487 212
194 657 341
579 1674 587
650 1012 179
996 2141 1143
1026 1272 36
454 722 70
350 493 92
1030 2337 908
497 547 14
45 793 416
142 757 443
49 88 11
522 1385 532
18 542 46
1149 2031 557
1459 1827 176
188 1177 916
1244 1704 283
92 751 312
186 253 62
410 715 53
241 1740 1115
136 312 153
1008 1675 568
72 403 293
3 1942 979
263 594 121
1707 1801 22
617 2337 1437
368 2068 248
421 2141 243
147 344 106
68 176 108
22 1680 844
599 2141 541
806 1348 456
7 102 57
995 2279 1252
1119 2153 559
63 647 79
104 1075 792
804 1156 275
687 1090 246
2106 2328 147
488 1133 308
399 799 173
575 2319 377
16 1771 609
682 1655 352
752 782 1
312 1007 9
165 493 189
685 768 39
64 189 44
1400 1692 268
806 1693 421
295 2236 498
317 357 7
57 204 143
873 1636 525
610 988 303
1161 1445 153
576 1382 358
369 1133 398
41 116 21
215 488 235
551 1581 486
804 1028 189
15 42 14
18 189 39
891 1646 61
925 1735 738
179 895 180
1591 2085 264
14 85 55
898 1186 142
2066 2243 131
173 910 270
1124 1698 404
35 36 2
462 790 78
1251 1459 138
1559 1892 79
1452 2249 286
1425 2135 639
712 1085 315
784 1480 184
154 791 154
1082 1522 14
331 1024 56
906 2196 308
553 785 119
794 2102 835
86 496 52
5 27 21
1506 2052 504
80 392 263
89 150 5
117 1859 305
454 565 52
826 845 20
489 2117 461
46 96 0
36 713 412
1115 1786 604
306 1371 326
1435 1770 43
233 1710 501
506 776 119
124 221 60
934 1109 82
176 184 1
367 716 159
129 388 123
16 576 57
65 136 66
871 1536 104
64 150 67
276 359 62
1147 1514 167
296 310 9
1119 2098 136
832 1903 231
28 722 218
329 1235 768
137 1063 186
83 586 30
1140 1981 353
1941 2285 96
290 381 48
756 1240 48
839 2190 452
1543 1721 142
243 698 268
1676 2039 107
185 454 74
634 984 102
1354 1436 40
727 818 7
35 84 50
470 858 267
610 2227 1280
877 1370 287
611 1998 108
1095 2007 760
119 817 364
1314 1508 144
60 794 514
23 291 198
1464 1701 148
164 194 20
1489 1573 46
7 333 260
892 1436 175
157 332 120
1358 1528 136
393 1314 693
1081 2080 736
1507 1633 33
1025 1649 226
805 1630 578
829 1934 5
1218 1227 0
54 242 67
529 688 133
262 1728 177
659 1964 1112
3 104 24
178 586 125
46 1863 1559
74 232 66
450 1294 580
213 1789 1420
1222 1321 84
644 1620 125
571 2122 118
2059 2122 14
1028 1365 313
771 1041 179
420 2089 1155
1605 2027 300
47 342 190
1360 1360 1
1423 2141 412
54 62 7
624 674 34
734 806 71
803 1000 15
53 147 44
44 562 142
602 1002 58
103 310 54
1028 1573 244
448 763 289
1976 2176 19
31 230 138
265 1609 785
1279 2013 160
518 1493 812
120 316 107
298 361 2
399 429 31
182 453 195
1787 1841 40
93 346 131
287 513 69
38 760 401
1148 1837 298
401 1497 706
865 1047 151
35 53 6
30 79 45
509 1256 227
135 203 15
310 1622 1212
330 446 34
362 845 156
627 2294 1523
930 1614 14
665 773 13
260 347 72
935 1345 128
1785 2168 170
727 1528 388
1 3 2
754 843 74
957 2221 419
1199 1279 22
931 1810 750
152 332 40
46 586 148
1823 2097 145
869 1750 792
537 1427 698
878 2094 547
14 29 1
85 101 0
52 588 176
396 505 80
496 1504 24
119 728 257
990 1031 2
299 1080 43
125 1420 910
12 1158 973
1545 2203 436
23 76 47
1890 1943 4
66 210 132
285 1465 346
293 757 90
1580 1776 104
326 862 144
33 720 652
1145 1575 381
459 1221 262
162 1042 796
1543 1719 21
771 817 20
68 824 403
30 225 61
390 795 325
1035 2004 969
681 1794 119
145 1681 870
156 1139 204
1753 1853 58
341 1416 685
322 1998 572
1716 1988 215
358 574 204
62 68 1
364 438 46
39 141 49
651 764 78
2042 2082 17
958 978 3
567 1239 28
459 783 182
2 53 32
33 1022 377
25 442 190
7 497 356
1359 1614 11
1557 1589 9
1395 2350 463
151 204 8
8 73 30
665 871 7
562 595 32
878 966 64
408 1955 698
79 1525 658
973 990 4
1019 1363 261
1278 1333 4
381 1239 251
43 187 46
506 684 123
673 1289 24
90 268 137
411 985 356
1 911 629
1623 2154 84
600 1620 972
296 457 67
1015 1657 516
1075 1645 212
93 1257 165
788 1228 108
666 1658 143
1184 1255 26
99 237 61
611 848 36
33 2022 665
1695 2286 19
1535 1851 203
7 69 53
442 1060 31
410 999 64
219 483 100
138 175 36
927 1063 84
1639 1675 14
377 379 0
539 1110 120
957 1657 119
1040 1900 548
121 154 34
512 660 17
282 1320 574
309 1012 168
1243 1533 285
6 32 0
111 557 159
345 1326 379
891 1473 118
225 462 186
342 619 13
361 608 110
515 1376 387
1956 2321 129
428 1803 54
356 407 12
165 627 206
1702 1769 7
62 1076 483
766 2005 879
14 448 162
1660 1963 74
136 516 212
75 233 63
539 617 60
315 471 17
644 2209 760
366 557 166
1026 2149 107
1057 1868 595
542 961 8
184 418 72
490 664 66
1521 1769 200
496 1073 293
592 1030 370
694 1679 976
114 1470 418
271 1522 596
8 392 56
403 1304 449
41 1574 309
214 1234 1005
470 1975 866
159 836 172
1807 1884 41
158 188 21
