662 1292
190 247 31
229 434 47
76 528 353
323 603 244
249 570 290
48 169 22
34 152 55
56 60 1
320 445 67
4 80 52
366 648 201
262 515 156
194 650 247
569 603 6
425 596 143
94 441 184
2 86 22
411 437 11
26 55 24
108 176 15
10 180 10
104 150 32
186 204 0
171 479 136
383 423 20
34 35 1
138 463 236
160 562 9
107 480 263
547 656 48
366 380 11
29 139 46
122 180 2
306 348 35
155 435 161
145 394 172
567 658 74
180 645 249
106 106 1
58 184 59
356 373 18
285 337 19
129 595 273
94 115 7
407 560 6
35 150 41
203 313 21
388 446 50
58 600 358
37 517 393
24 24 1
93 517 256
353 589 181
363 641 230
199 481 91
188 487 292
106 175 25
58 222 69
42 337 164
25 63 15
20 62 30
193 424 79
73 390 218
82 450 69
238 300 24
88 191 103
493 504 10
5 6 2
250 279 17
113 327 58
105 247 54
198 388 145
121 527 230
62 78 11
458 637 180
444 529 79
64 276 35
449 467 16
182 424 158
313 606 258
217 313 30
17 33 4
101 192 12
419 531 54
191 615 273
601 614 1
190 350 33
366 640 250
11 119 31
233 263 30
101 290 154
224 234 8
354 521 0
129 343 130
96 403 130
111 177 38
180 236 51
227 513 98
10 357 158
449 560 19
93 258 50
144 153 8
126 203 46
310 653 210
284 631 207
180 290 25
91 184 89
339 418 52
41 261 188
128 197 41
306 500 63
194 481 1
140 251 25
103 119 3
90 280 59
108 248 115
452 461 7
246 390 111
431 620 63
81 128 21
50 455 387
221 471 147
120 316 87
41 311 2
370 543 60
280 470 166
12 400 356
134 408 124
9 49 7
22 46 8
181 591 189
210 379 36
160 335 145
13 18 4
139 359 184
4 20 8
85 227 139
95 401 196
410 448 8
169 439 268
104 457 289
203 529 74
354 552 85
19 25 4
41 85 42
21 113 63
32 49 11
23 395 292
30 585 197
185 211 5
9 33 21
147 459 308
508 601 1
90 171 36
2 268 43
206 217 5
74 203 82
42 247 162
18 95 36
17 30 3
164 210 38
21 121 14
90 541 282
25 40 15
197 514 286
189 261 34
374 414 34
210 417 113
192 570 211
456 473 17
22 38 9
19 99 17
293 386 53
23 28 6
164 197 16
39 651 356
110 200 81
299 376 49
313 373 24
9 26 5
164 562 179
52 153 69
475 622 7
362 362 0
369 473 72
6 7 0
41 100 26
600 644 45
137 310 75
29 327 212
28 84 12
107 244 20
1 6 3
101 276 48
549 564 4
98 233 59
63 108 31
96 530 293
304 628 318
62 376 115
27 102 59
164 286 112
297 623 12
165 383 41
132 160 13
126 140 9
188 555 315
379 552 98
331 423 82
581 589 4
82 260 173
227 308 37
170 620 130
493 618 13
305 428 58
56 276 53
18 20 0
343 399 57
49 58 1
128 243 67
11 127 12
167 271 85
81 547 444
298 324 3
393 605 3
562 620 29
23 65 9
57 375 162
131 155 12
324 534 57
214 645 254
136 242 38
76 302 135
24 313 70
84 179 71
81 592 176
52 152 47
125 411 125
40 58 15
153 155 1
53 295 167
194 502 145
377 622 58
280 555 248
6 226 186
405 435 2
284 389 54
279 473 0
281 451 42
406 616 63
140 169 14
30 226 37
8 320 173
26 66 4
17 68 36
109 313 54
283 328 33
58 193 102
61 217 29
154 460 23
84 263 150
431 646 160
89 218 53
178 558 127
84 121 20
73 97 5
164 281 66
236 513 111
69 150 80
16 130 6
197 302 21
28 45 14
83 87 3
50 101 3
24 84 56
95 236 98
266 541 244
88 459 306
365 484 117
5 125 96
35 100 8
33 58 17
23 80 23
105 416 188
122 176 29
379 604 153
469 616 86
188 363 80
502 620 86
250 489 66
27 41 6
343 571 134
8 335 259
318 548 3
89 620 49
390 494 37
81 144 47
247 407 84
105 285 173
414 512 20
367 375 5
132 459 235
500 560 4
25 206 118
3 87 52
198 479 93
264 472 85
421 585 133
271 499 156
69 182 66
225 464 169
68 527 204
116 547 273
532 645 14
366 605 145
55 135 80
63 644 287
440 574 86
4 30 14
16 48 13
172 179 4
307 419 29
27 231 36
51 167 117
65 93 12
445 553 34
137 263 54
41 106 34
2 5 0
205 442 149
129 166 7
6 59 12
62 308 17
203 289 4
416 512 24
212 313 46
51 63 13
9 22 6
50 125 56
65 479 219
118 312 39
63 283 167
4 43 38
18 37 20
93 580 333
375 598 148
16 149 64
262 393 48
411 472 25
1 15 5
62 490 180
421 650 2
154 157 1
188 450 101
9 16 2
152 622 212
70 97 25
349 407 8
526 551 0
44 61 15
363 402 17
46 273 131
5 103 20
179 423 155
178 452 20
334 632 282
271 387 77
221 571 241
190 398 168
206 660 305
10 78 57
117 409 167
436 535 87
111 586 276
508 520 5
369 424 35
24 120 96
181 251 40
6 217 60
14 26 11
412 513 70
212 242 25
271 532 256
316 632 106
228 580 323
8 89 0
333 396 24
15 92 37
41 247 24
15 52 10
110 362 224
218 519 208
160 321 30
2 50 2
45 552 299
297 415 26
110 191 2
56 75 14
10 230 16
50 93 6
160 391 194
91 102 3
24 252 75
226 409 58
211 231 16
227 299 5
286 344 19
179 419 149
130 273 30
98 170 8
68 246 122
248 348 66
338 492 96
28 180 70
47 274 93
176 184 8
55 199 68
129 413 49
190 323 21
86 147 16
13 417 50
221 627 161
104 480 21
12 44 22
358 520 21
109 565 254
248 331 19
417 499 20
399 479 52
166 263 14
9 35 21
85 103 10
185 268 2
136 184 11
10 30 2
579 661 23
12 26 11
43 268 131
4 255 145
12 180 96
156 418 108
20 58 20
303 361 26
64 628 470
474 570 7
87 120 17
236 382 51
38 108 33
35 75 36
609 624 9
3 256 83
11 23 4
465 488 9
46 654 190
55 100 8
57 464 301
77 436 169
198 478 268
125 465 249
472 644 123
341 365 9
66 234 101
480 531 19
4 12 8
444 658 141
242 267 12
235 337 102
94 110 2
54 601 526
218 381 77
127 487 89
301 551 170
41 164 0
23 117 28
11 165 93
115 168 16
62 145 51
241 428 127
181 195 11
233 402 108
51 56 4
172 292 61
133 620 168
327 652 312
231 325 77
89 354 80
204 293 86
407 460 47
101 104 0
253 269 8
52 257 17
132 220 60
82 138 43
558 658 61
85 569 88
355 366 6
139 145 0
143 240 69
193 624 85
222 303 11
249 419 20
409 574 117
135 493 28
134 295 96
41 509 392
96 237 22
416 605 145
49 53 2
116 151 11
175 400 16
151 283 19
212 590 59
226 343 39
65 217 106
170 261 81
271 421 47
6 35 30
150 621 269
15 229 28
70 439 92
135 592 143
592 648 3
15 315 217
274 541 92
156 200 16
114 135 2
13 101 36
48 69 21
192 210 5
156 207 15
341 427 64
67 647 96
49 212 96
317 338 20
536 574 13
15 40 23
338 388 16
50 156 29
76 509 392
69 160 15
113 185 46
115 136 12
103 106 0
112 167 11
63 444 342
43 189 137
241 255 5
282 453 9
32 440 38
3 3 0
144 178 25
37 55 5
255 590 307
350 361 9
401 519 45
48 148 55
140 402 100
202 398 79
4 501 341
556 649 32
303 347 12
116 204 9
531 545 12
295 399 37
30 73 18
102 329 169
78 208 18
47 252 7
4 296 168
111 164 21
92 644 402
11 481 190
588 628 8
59 271 99
213 282 59
89 118 26
319 593 56
49 297 39
545 566 6
171 180 1
16 146 7
122 135 11
31 378 85
32 82 21
9 43 22
108 616 6
240 413 60
34 107 44
96 172 3
27 260 78
84 93 9
184 431 73
206 361 10
49 81 6
133 268 123
126 526 10
152 241 85
479 500 9
1 1 0
49 551 382
4 369 346
5 51 44
78 172 19
380 538 57
49 97 19
135 440 36
381 565 138
7 160 45
544 554 6
155 247 90
17 111 91
108 216 15
31 234 66
233 517 24
50 573 132
27 40 2
239 330 82
34 65 28
263 349 34
23 38 3
218 461 219
298 450 55
33 178 91
144 653 436
424 509 9
232 440 31
2 135 46
82 203 18
203 492 0
169 371 137
29 140 25
204 627 204
64 250 187
110 125 11
44 305 80
3 334 105
108 568 444
451 554 2
127 131 1
1 5 5
73 131 42
61 93 30
307 444 29
225 361 17
6 471 74
114 196 50
10 91 59
10 33 9
130 179 45
538 581 35
50 354 233
146 515 96
130 304 20
20 27 5
592 647 9
221 363 13
87 89 3
79 109 26
338 360 12
53 162 105
12 103 62
1 101 57
47 241 131
220 293 49
75 132 49
399 458 24
226 449 98
4 5 2
30 191 34
60 171 96
105 153 38
64 393 329
138 613 249
12 122 24
346 588 215
7 21 2
3 229 227
234 281 26
508 571 37
208 426 213
153 615 213
27 215 188
543 575 9
35 622 208
10 75 45
249 583 306
61 86 24
11 643 534
302 641 339
235 350 8
320 387 0
5 178 47
91 306 178
152 345 59
70 111 3
177 305 37
102 165 33
26 42 0
197 274 32
36 100 28
120 474 181
565 639 59
220 401 144
19 26 6
67 470 367
55 158 17
191 588 68
175 618 302
228 318 40
50 183 58
249 470 17
19 162 131
426 594 103
378 438 33
1 35 9
73 586 486
346 500 108
266 612 192
157 358 94
337 554 196
273 457 137
328 616 89
195 347 42
49 421 230
99 553 438
63 505 316
24 26 3
138 171 17
496 535 3
15 57 40
51 541 79
13 95 81
362 575 78
20 105 45
88 354 112
415 463 45
426 450 20
177 275 1
15 64 47
137 164 19
227 250 4
41 330 147
3 31 10
140 616 370
31 303 32
58 139 16
27 471 345
44 352 69
229 522 209
438 599 111
6 309 296
251 320 58
519 646 78
1 8 7
111 461 100
295 648 291
6 16 10
19 237 152
31 75 8
164 623 443
283 447 113
251 617 94
44 65 0
146 485 212
210 631 20
234 431 18
100 500 200
92 254 28
52 53 2
117 202 82
82 271 80
88 613 513
246 255 4
180 339 67
228 301 62
514 632 15
3 35 31
116 597 257
35 266 179
36 99 45
46 135 42
171 175 3
83 350 34
225 532 266
205 606 230
101 391 154
66 595 241
13 22 10
121 248 74
64 356 229
317 423 38
87 252 44
388 564 29
110 221 106
483 584 32
136 210 2
494 575 67
201 227 20
37 38 2
125 182 21
116 365 24
105 295 143
11 405 175
83 139 2
246 346 0
351 497 72
44 189 84
96 112 5
300 590 267
71 412 169
112 197 75
38 38 1
13 20 0
244 326 56
156 397 233
81 168 3
25 30 0
232 410 154
55 452 248
178 205 10
360 539 89
214 510 97
78 108 1
336 472 63
533 596 22
206 366 51
124 132 0
12 27 1
84 122 16
218 395 96
89 377 183
215 488 55
529 582 21
83 502 60
323 518 149
449 543 8
58 657 463
50 108 6
103 113 5
213 384 146
543 578 27
87 265 83
47 118 49
223 413 26
371 533 89
353 526 47
158 603 307
134 134 0
118 300 42
133 277 139
134 413 70
137 243 103
326 641 265
421 647 183
60 74 13
85 393 14
111 130 13
134 205 3
3 21 8
39 107 67
97 554 288
154 154 0
40 106 57
6 19 6
397 444 21
28 212 142
113 223 80
106 258 69
394 600 199
305 618 211
303 623 142
82 334 107
192 485 136
271 623 49
167 340 146
7 26 18
35 152 7
16 204 149
368 484 87
300 481 148
13 192 20
445 502 44
51 84 17
94 495 372
34 152 114
259 419 98
97 135 10
232 485 18
160 501 244
400 556 30
31 295 147
573 623 25
80 82 2
20 229 19
290 300 5
207 269 59
37 469 182
125 655 135
95 416 14
330 376 13
152 426 28
84 285 92
258 604 65
279 370 47
407 588 22
27 279 110
397 509 13
10 372 159
141 190 14
7 104 85
22 105 1
7 301 125
416 473 12
71 306 73
18 62 32
106 116 4
291 332 5
119 339 39
406 523 93
22 109 79
33 236 170
139 180 32
113 353 40
98 110 12
176 207 25
76 199 22
78 485 76
323 448 89
54 232 63
209 233 12
64 485 10
107 144 31
126 421 157
4 35 12
472 526 52
305 378 53
124 268 38
43 45 1
277 501 113
109 539 282
44 418 334
42 369 201
192 486 265
265 655 268
1 527 83
86 612 192
14 31 18
10 173 108
427 450 20
72 333 196
2 108 82
13 17 0
512 551 3
80 85 6
21 401 260
93 267 9
112 246 115
416 659 114
282 562 240
31 443 125
140 625 152
28 630 393
55 149 86
131 212 16
38 41 2
42 165 25
111 607 482
421 511 35
32 370 338
1 1 1
14 56 8
9 40 12
163 370 132
423 473 15
178 231 53
78 81 0
19 330 37
38 53 8
6 8 3
33 231 50
74 104 11
146 217 41
234 655 215
40 254 206
39 98 57
50 226 85
303 310 3
18 128 55
254 570 141
528 555 2
45 65 10
247 418 88
201 250 15
145 345 142
35 106 14
87 96 3
152 478 112
519 660 110
141 153 12
64 67 3
37 71 4
7 69 26
271 637 130
366 494 125
6 35 27
121 484 94
248 438 131
45 79 27
97 269 52
313 410 20
242 501 184
281 318 25
233 319 18
468 635 54
127 128 2
60 383 18
320 598 142
511 575 6
5 50 32
42 313 175
230 480 45
