2945 2899
514 1741 634
488 2688 1226
1156 2356 470
1059 1216 13
959 1024 20
21 731 438
1629 2058 85
444 598 80
3 9 1
104 1233 648
1693 2497 677
1162 2489 442
14 704 478
594 810 182
792 1753 838
353 1667 398
137 877 397
19 658 187
225 1237 68
1098 2309 915
225 243 0
270 2091 1765
507 1555 675
942 1009 14
7 91 81
833 854 5
52 191 55
1051 1514 217
28 46 12
68 311 126
1607 2859 382
1264 1935 668
179 241 46
65 928 269
1775 2222 65
1296 1547 114
373 1631 568
9 1421 582
1613 2634 857
1319 1517 99
763 1674 879
210 626 356
1464 2896 1276
1045 1746 650
200 484 226
1 5 2
1087 2313 472
1104 1454 208
366 1532 662
490 2195 1019
289 432 94
1551 2781 550
92 152 54
359 2453 1792
894 2743 61
529 1220 262
1445 1693 177
978 2513 146
46 131 80
305 1021 422
1218 2123 807
546 1118 42
1496 1504 5
1925 2608 231
221 2568 310
145 668 105
1798 1952 141
721 2351 1327
553 2901 511
324 2094 370
642 1350 43
1594 2590 976
232 1149 147
133 143 5
506 799 200
76 1878 887
1266 1987 39
921 1328 243
686 1426 635
753 1297 3
35 1935 637
1584 2346 208
920 1533 152
607 975 199
1112 1301 99
1518 2273 264
799 1627 657
1937 2310 249
146 2916 2628
239 1422 941
205 544 171
118 701 432
429 1821 39
589 1627 893
680 1284 224
748 2583 1259
600 977 362
2553 2873 175
9 24 8
155 340 31
1140 1890 745
500 1800 1231
2680 2889 150
393 1124 11
134 887 746
753 1164 310
688 2169 826
336 804 140
514 1158 616
129 2111 743
554 2645 1487
457 1406 174
1305 1644 164
335 2187 1787
20 1461 438
34 125 26
92 480 167
127 258 28
519 1578 313
891 2110 567
1738 2209 149
957 1607 293
28 152 117
406 710 262
92 2526 2347
1769 2521 392
1034 1406 84
1602 1796 86
85 2608 362
204 1508 760
2200 2701 99
117 1491 1234
2164 2902 460
58 523 59
306 2285 1265
130 790 206
157 415 233
149 2685 130
2031 2366 198
407 966 445
1900 2190 90
833 2272 187
106 693 239
933 2723 840
186 1000 530
67 2636 1696
1702 2636 311
32 41 1
538 751 87
685 2470 436
1412 2905 908
40 288 208
193 206 14
35 272 182
1251 1488 16
2117 2312 123
15 294 253
221 1639 299
843 1181 82
245 489 143
513 1635 918
735 1810 648
2727 2728 2
1556 2865 1222
934 1717 212
84 508 412
1921 2504 278
163 185 21
629 2330 1451
10 448 130
293 473 54
1225 2842 1113
1238 1664 236
120 150 15
278 645 138
2408 2925 313
311 323 11
17 71 7
393 1831 454
46 1669 477
396 944 72
346 1418 42
169 1095 122
693 1029 306
1174 2832 928
816 2840 1460
1215 2274 473
103 1127 811
23 403 245
535 1427 578
251 782 446
197 1135 605
1147 2231 446
883 1304 304
324 576 66
94 108 1
806 1501 220
975 1801 635
330 2426 1665
830 2219 669
1160 1805 270
1198 1321 114
189 543 66
484 2666 1001
1864 2074 186
1174 2697 187
479 1896 431
1495 1497 3
2685 2698 10
961 2582 490
861 1275 75
1827 2160 4
135 541 242
1087 2660 1419
550 2526 166
609 2034 1229
25 86 50
156 1279 935
490 1751 91
1234 2193 20
1360 1594 68
440 927 218
322 1325 923
2111 2761 473
317 725 335
936 1319 22
172 234 28
102 295 70
1193 2830 190
31 273 79
918 1399 280
940 1318 282
2626 2898 2
247 263 15
1319 2074 647
1930 2669 166
363 1051 540
1422 2664 259
770 1276 128
39 504 289
1442 2071 90
2125 2554 117
365 765 8
1356 1969 234
1633 1724 31
1063 2488 57
375 905 458
410 634 32
89 2151 1617
405 444 4
249 261 3
812 1673 138
429 590 68
1827 2239 71
91 556 331
140 770 378
1544 2148 174
1797 2870 634
684 1012 169
1144 1206 52
1665 2841 937
887 2518 1138
500 2717 542
399 1388 566
324 1228 414
1235 1296 23
695 1173 37
1413 2022 610
67 273 70
192 255 40
386 796 62
1694 2577 504
208 1289 86
284 1837 1041
1112 2177 151
110 1783 1255
763 2480 705
204 1304 251
244 799 74
735 1280 517
1269 1538 42
858 2030 458
1013 2566 383
178 610 358
773 1330 153
1442 1579 95
45 2429 2
410 961 389
316 460 12
46 320 41
177 409 147
220 888 42
962 2799 1511
65 699 339
32 2607 2493
687 1074 55
1784 2603 374
886 1627 598
1558 2163 276
80 166 73
340 691 54
954 2260 10
272 306 3
2038 2299 202
385 884 424
2108 2475 351
305 403 38
541 2104 869
359 2623 181
41 797 409
76 2809 12
1479 1644 130
323 1700 1061
1526 2570 159
1051 2402 318
1904 2181 33
104 1588 1182
586 2588 1550
516 1024 306
780 2943 115
308 2724 2160
974 2392 707
176 206 7
266 301 25
947 1862 461
347 1008 544
280 1825 783
987 2547 1353
679 1173 226
73 1166 293
96 1705 299
25 2334 939
10 118 104
556 2782 1284
1702 2833 938
404 1915 184
151 382 32
278 2198 517
744 1763 827
114 840 722
695 2252 780
517 932 78
922 1907 414
1474 1729 112
147 368 104
1520 2148 503
35 1562 1451
1058 1465 296
1701 1863 143
56 2580 1282
826 1048 222
781 922 11
667 1069 72
1502 2337 732
821 2799 1192
246 384 30
454 1228 439
1063 2195 947
11 16 2
1034 2730 1027
1021 1107 50
460 1014 493
1388 1915 3
1747 2915 732
201 1620 1119
189 703 61
58 480 221
14 32 18
622 1020 119
572 1055 469
774 1224 216
624 2923 1748
746 1356 251
8 2856 2331
480 1955 718
273 1160 816
53 78 1
2331 2769 292
2477 2576 66
980 2568 987
161 1960 626
1470 1728 165
1721 2379 579
1241 1292 29
197 496 58
22 75 36
1127 1670 429
4 1115 418
871 1301 209
55 820 54
329 2772 406
80 375 182
1502 1577 23
445 530 67
1183 2729 42
46 2566 1593
345 556 133
713 1308 152
2004 2050 44
2085 2580 199
1338 1769 315
113 119 6
286 986 402
723 738 3
1278 1322 4
10 24 0
1478 1490 10
529 2536 1895
72 905 735
325 418 7
74 89 13
1570 2719 313
98 347 214
18 975 740
1663 2153 224
19 19 0
1212 1491 197
90 311 153
2403 2910 113
2519 2670 32
374 2595 1395
1527 1927 273
527 1827 984
1460 1509 49
9 38 11
13 830 791
384 1604 1038
861 2037 968
1742 2300 12
172 376 203
260 2636 244
176 194 17
204 440 222
2138 2167 24
420 2584 1403
1324 1624 301
1503 2444 279
608 2673 290
353 1400 49
865 1533 505
18 87 65
349 420 49
201 2281 185
1918 2326 58
1217 1888 213
555 1392 320
1015 1634 154
767 1900 893
1293 2159 492
117 1122 97
1064 1355 82
376 1395 193
1433 1761 103
2279 2604 176
546 1190 174
1258 2084 169
905 2376 948
1206 2169 280
98 194 70
809 2494 835
51 742 439
1266 1885 156
3 33 18
64 2298 52
1877 2866 732
729 894 48
114 1641 331
1535 2233 497
36 56 13
985 2819 1550
337 674 178
1121 1272 85
605 1238 454
83 608 418
1528 2379 505
69 314 101
108 1053 765
2059 2715 448
1027 1326 138
1457 2799 572
57 145 74
880 2130 637
206 1113 539
1155 1336 23
733 2776 126
756 1075 295
2317 2633 151
239 243 2
23 1323 433
39 671 62
450 992 409
338 1597 648
1094 1506 179
1961 2831 66
328 1166 673
39 544 244
1904 2743 721
41 412 119
683 1633 722
1717 2799 392
1 425 213
750 1275 448
159 2466 410
72 335 44
1959 2384 419
1930 2552 602
97 227 43
670 2035 1131
23 28 4
452 516 6
446 1566 842
17 2530 2426
102 1850 699
1323 2677 905
715 1244 8
1246 2085 417
1086 1102 9
780 1057 8
2060 2280 174
86 144 22
897 2168 711
532 1369 165
233 924 349
546 1488 603
156 1992 819
1056 1673 121
179 605 79
880 1859 737
730 2733 366
1317 1407 21
528 1130 131
3 834 746
67 721 156
285 338 45
513 761 248
511 2713 1978
1077 1508 390
125 231 28
754 2515 416
1 3 0
2339 2590 229
972 2079 333
1314 1678 79
2288 2505 77
457 1301 631
500 1226 235
384 1026 197
312 545 188
500 1874 1083
740 2924 2162
2062 2482 11
610 1596 681
1868 2652 686
214 1962 1275
127 859 480
446 2867 1835
2158 2290 58
30 77 7
1516 1642 84
1309 1488 57
1694 1893 70
169 1192 69
363 1316 159
120 1276 868
270 490 51
295 2147 1277
183 320 47
511 1971 277
1564 2042 259
103 2905 2332
317 1033 24
300 479 2
837 2068 356
1165 1254 69
595 1130 412
267 562 86
198 544 139
43 1816 453
1615 2321 469
2468 2900 128
213 534 90
1897 2526 221
942 2071 389
957 1632 567
313 763 48
625 1288 600
5 1379 500
1082 1957 535
603 2389 141
753 1090 115
331 1570 998
167 1541 677
125 888 277
445 1245 461
1997 2212 109
1837 2190 98
1378 1697 25
166 428 244
280 577 234
1354 1407 12
229 2938 2437
31 1486 510
1642 1963 22
2349 2793 334
180 854 178
416 505 72
1119 1222 50
1243 1976 226
64 1794 738
17 1002 334
5 7 3
113 1288 598
696 1724 315
851 1683 66
1088 2061 67
749 2933 1044
229 547 157
2172 2900 118
934 1845 886
1808 1956 47
360 1561 851
47 2234 5
408 513 47
1239 1289 11
167 285 42
322 2868 1609
239 2508 1428
499 2778 1363
88 2532 370
62 2135 582
263 1086 516
23 747 135
194 471 217
101 927 353
1956 2907 359
238 282 40
313 652 47
47 351 259
209 1547 514
7 14 8
190 339 78
133 785 113
374 591 74
934 2114 499
23 242 206
1310 2423 1031
684 1340 191
109 472 22
407 963 231
1220 1259 0
190 409 199
1351 1606 24
659 1595 270
1550 2835 169
500 637 104
1166 2906 389
323 892 486
239 1253 99
143 452 21
60 1191 468
1433 2370 51
198 1089 114
69 82 2
411 504 58
1634 2489 22
191 218 19
1807 2645 804
2243 2496 6
584 635 50
637 986 11
52 2770 394
1419 1866 184
177 700 238
73 76 0
7 21 8
1209 1910 40
607 620 14
86 200 109
1172 1909 307
1887 2842 256
14 420 183
245 1604 1207
242 364 89
461 480 2
219 1044 640
2085 2760 170
398 466 55
1593 2689 1074
913 1858 291
600 2233 327
797 1528 271
71 294 23
839 1976 644
56 90 30
389 2864 1897
688 2317 321
1377 2604 263
499 1282 393
1711 2686 888
507 1365 619
228 1008 402
165 1199 634
2235 2406 98
144 1041 168
1170 1415 100
2196 2818 341
1699 1837 75
321 411 87
252 597 108
319 347 19
714 2623 688
27 1800 913
1715 1953 131
62 783 176
17 484 80
46 90 17
376 515 83
1152 2437 108
50 801 653
2009 2693 643
666 1459 462
53 61 4
207 1889 1340
8 35 9
288 583 289
1474 1848 42
441 1079 47
1501 2038 209
1008 2207 766
113 2212 780
354 998 157
592 657 34
101 371 234
263 1925 462
508 547 21
201 1073 858
740 1749 548
590 618 2
428 1497 632
232 741 494
1361 2825 1215
502 639 21
1252 2403 766
283 2654 1997
282 800 212
1001 2076 654
58 2131 1259
1416 1539 105
1812 1921 81
855 1402 18
2158 2941 689
266 304 22
28 808 360
2605 2741 101
679 1280 84
22 238 12
1445 2241 698
959 1701 416
401 740 171
58 155 5
376 1398 724
1279 2192 528
13 1517 565
3 13 2
967 2671 338
314 641 106
1337 2047 231
19 369 201
756 2606 1399
889 1262 31
2413 2763 41
622 626 2
1325 2308 550
488 755 179
816 926 7
1747 2120 102
5 42 24
1170 2249 638
887 1620 249
5 352 187
186 2526 2214
1008 2330 677
86 399 63
1663 2573 404
2331 2531 0
1001 2394 1057
456 890 316
1646 1910 211
540 711 115
374 568 184
156 485 226
989 2804 307
467 2477 1292
2465 2914 395
776 1781 513
467 806 293
1557 1928 212
296 1084 245
94 532 233
1970 2650 605
228 312 62
1340 1648 143
275 1841 914
414 1886 499
118 677 207
1198 1246 36
582 642 36
815 1159 316
1411 2496 430
391 596 144
140 2113 445
1159 2288 861
701 2116 705
1403 2276 837
806 956 67
129 2643 586
1809 2809 598
344 1125 280
1730 2513 607
1649 2314 80
908 2693 141
1627 1797 74
488 2631 940
1627 1843 77
150 474 229
666 1496 754
226 1004 353
1324 1424 13
300 2144 579
74 148 44
227 1104 15
326 747 278
149 1733 747
1263 1894 38
1670 2412 366
1418 1724 67
1345 2597 20
20 178 104
406 408 2
134 1190 975
1015 1288 103
715 1178 28
14 146 23
1073 2790 1
1340 1873 520
1394 1896 317
278 367 16
1544 2205 397
969 2428 807
57 555 8
120 1058 516
974 994 6
875 1916 765
248 334 48
140 710 372
136 708 410
197 208 5
53 511 271
1236 1767 378
1654 1808 134
499 704 93
623 2131 979
272 288 2
633 1367 407
1195 1200 2
768 2635 874
20 557 19
202 336 16
404 1556 428
400 1153 439
1700 1792 38
387 1666 218
1865 2211 157
377 1191 12
5 1110 42
1373 1779 146
987 1545 424
697 1395 662
248 1516 331
601 928 137
153 1959 888
16 110 23
100 231 5
235 675 397
720 1033 206
1436 2801 1299
618 1486 836
1147 2291 650
332 424 49
886 1572 196
1362 1556 21
1191 1589 112
240 2193 1228
298 554 29
2194 2888 55
101 534 119
466 1575 619
370 826 242
1151 2483 758
47 63 9
56 121 57
394 1222 232
98 180 30
890 1994 954
360 413 34
1609 2799 22
275 1009 390
1098 1414 219
1074 2000 913
260 557 47
1739 2912 762
181 217 26
2041 2921 871
218 219 1
348 764 80
745 1337 484
976 1397 227
1010 2020 537
1219 2801 1019
1081 1990 107
165 2698 807
147 215 41
1273 2114 436
396 417 0
1527 1647 64
505 932 48
2271 2908 344
1784 1842 4
21 409 173
834 844 4
104 125 17
302 658 193
821 2663 1825
673 1414 249
103 249 92
1830 2747 167
1413 2729 439
1948 2046 11
1461 1758 1
1625 2348 154
2618 2878 187
122 195 3
149 496 219
1684 1787 63
162 216 17
135 505 82
855 1146 236
1477 2872 825
562 1347 273
38 494 226
837 1786 283
1039 2913 1583
1091 2286 803
198 547 227
329 1641 220
2134 2605 231
35 341 9
1064 2776 670
263 819 421
178 1808 703
932 2496 332
23 310 82
629 639 9
515 1254 427
131 325 184
485 1872 680
314 388 50
447 1673 952
496 1334 363
281 392 91
85 548 283
107 131 12
1719 1783 36
548 813 27
309 2609 996
351 825 364
1707 2942 668
1626 1997 301
227 1559 1220
213 1341 241
22 297 27
2911 2924 3
383 1543 965
532 1980 418
2544 2855 118
34 649 147
265 733 55
2121 2508 308
36 183 82
325 2333 897
2435 2617 92
34 71 36
1148 1228 49
408 607 146
2103 2265 84
238 423 51
968 1414 176
115 756 386
1105 2403 217
640 783 72
653 1921 428
277 413 80
1247 1317 16
13 151 116
1053 1453 109
601 746 2
61 319 52
1459 1805 11
235 259 3
1470 1544 31
15 91 64
10 189 139
178 222 39
571 1413 731
277 878 143
8 999 64
1381 1698 282
1250 1760 23
803 1477 327
754 2006 423
333 1823 511
822 1850 528
1191 2063 773
1215 1264 3
660 1970 441
1333 1867 511
1190 2081 400
1438 1530 12
1612 1643 14
688 1268 124
1069 2714 403
1937 2400 115
550 2633 1760
2028 2169 17
507 648 96
116 2394 1108
2019 2721 678
460 2662 94
57 1101 685
552 638 84
948 2716 194
53 358 136
446 1763 240
37 931 866
1032 1359 130
572 1271 633
112 593 219
706 1093 209
387 790 309
146 373 83
68 293 199
590 2871 1749
1871 2250 174
263 1009 266
1128 2600 934
364 1433 1061
309 1032 638
1364 2586 1083
1222 2178 519
844 1775 647
972 1826 419
240 331 74
2314 2388 42
755 1164 157
84 2904 1709
3 1249 1207
555 2353 179
655 1567 95
102 351 95
261 2437 586
92 119 18
1365 2182 4
398 549 25
1095 1261 66
313 2195 1732
324 1289 596
871 1322 213
2484 2879 88
206 1440 770
805 2367 1181
363 584 91
1485 1894 396
2395 2634 168
1211 1265 32
549 824 59
983 1007 23
89 2137 1877
606 920 313
94 1104 399
994 2708 1076
920 2797 353
889 1993 550
421 722 119
910 1149 40
607 2526 782
72 356 131
54 420 238
156 448 8
276 2655 1282
1292 2808 940
605 1092 406
375 1488 223
117 871 539
213 798 579
1646 1791 62
572 1184 347
35 662 485
6 38 22
328 2617 103
384 590 94
2016 2844 47
39 618 16
409 773 293
302 524 11
583 1447 522
278 280 3
45 368 256
2105 2630 482
1462 2546 577
1 8 3
14 95 67
303 1247 391
424 1088 475
670 2711 671
1512 2139 89
1528 1702 75
429 2360 1359
461 1818 107
1880 2466 241
593 1973 887
524 718 153
955 1153 126
211 2825 1889
930 2724 650
728 1310 198
458 629 102
844 2038 248
385 1851 782
1560 2222 454
2050 2649 258
1220 1730 164
299 587 73
650 725 33
43 281 128
1050 2686 251
668 2335 533
119 1272 340
1042 1117 27
2436 2833 52
1649 1788 32
340 639 64
857 909 3
651 1255 476
135 366 87
309 585 263
11 47 15
1186 2550 196
435 1917 431
2567 2665 79
1117 2031 292
1097 1480 235
292 1941 542
578 580 2
1415 2544 151
1231 1689 111
546 1721 10
226 1025 144
84 297 126
814 1698 715
1098 1162 49
610 875 10
174 301 2
1878 2021 33
851 1043 131
428 2770 1048
768 2717 886
1779 2224 87
1601 1888 159
1837 1839 3
620 1597 436
374 1379 690
974 1036 43
593 2655 887
1396 1409 7
269 741 427
651 1814 73
163 1586 1171
938 2231 562
1726 1990 7
1006 1502 96
1428 2092 179
1100 2885 1159
940 1265 165
260 787 409
34 39 6
52 93 16
249 2228 1379
566 729 40
1546 2353 519
776 2660 830
48 277 152
1499 2652 813
164 229 48
893 1747 640
2295 2469 123
2310 2334 1
2034 2425 70
895 1269 85
1713 1898 164
6 2805 2068
503 1890 966
