1943 2877
1615 1841 157
96 1841 1135
208 381 46
544 1348 209
301 1480 9
176 284 9
1007 1768 626
708 1883 1139
35 61 8
1644 1659 4
1242 1934 361
568 1000 182
34 66 0
195 1665 925
185 1489 719
737 1827 363
3 75 71
666 1285 385
79 131 48
274 655 188
89 197 9
96 1635 199
22 264 56
20 77 17
34 118 46
125 549 309
686 814 85
623 963 155
255 279 11
141 343 20
1192 1332 27
408 614 24
353 910 53
316 410 12
22 1548 677
4 224 170
49 290 116
236 840 591
1299 1442 62
433 823 31
22 44 19
434 546 79
209 866 187
558 1251 108
647 1797 915
72 946 191
223 1195 400
357 746 218
1236 1867 149
977 1473 327
1187 1277 47
318 1211 757
1572 1930 265
1143 1926 77
349 1096 298
968 989 9
175 1307 1128
658 1321 115
737 1001 138
1197 1482 233
59 97 8
1078 1092 4
77 486 398
13 16 2
800 1641 557
28 725 407
373 1035 648
207 313 82
645 1552 429
311 763 355
156 522 166
776 1855 280
262 617 69
168 1591 1319
1306 1363 9
257 1276 81
571 1123 538
126 151 0
430 527 72
140 1542 750
856 909 6
486 1147 211
112 1557 1255
1599 1772 5
288 1193 500
6 341 257
642 1353 550
6 425 340
173 208 16
231 1940 972
857 1884 961
1038 1813 9
1080 1791 690
378 600 123
394 789 249
273 807 164
318 733 364
948 1578 627
19 1060 88
13 77 20
193 194 1
193 1005 155
3 67 50
297 1597 1160
517 535 12
418 933 288
395 820 295
197 459 33
298 310 12
495 679 106
1616 1722 100
832 1433 206
109 1103 98
1692 1860 153
59 109 2
564 599 20
1289 1292 0
252 406 43
707 809 3
343 472 85
249 650 30
46 1823 1484
105 1064 577
447 715 211
869 1034 116
452 1118 0
303 1177 85
228 302 35
74 643 558
110 516 211
1589 1697 36
12 48 31
147 334 43
410 1091 525
388 1510 374
217 911 79
538 587 3
1130 1587 65
23 159 49
1104 1457 242
356 569 195
1622 1712 61
115 1005 244
102 489 115
77 95 10
655 1182 326
889 1231 39
1374 1897 241
1279 1373 33
1527 1825 1
611 1395 421
505 530 20
24 435 301
558 1570 251
39 190 3
685 711 13
643 923 210
1342 1830 462
584 751 117
1333 1880 449
226 1878 818
1293 1482 79
320 663 266
62 87 3
1332 1924 504
198 442 128
10 34 24
364 606 51
89 106 18
135 1393 442
1017 1708 334
452 880 176
863 1042 0
1504 1932 187
1301 1880 236
131 457 94
402 935 498
139 368 218
17 850 687
673 1307 231
39 737 88
868 1357 108
453 870 144
1094 1540 305
82 134 48
121 219 82
569 1640 666
924 1694 562
838 1811 879
41 341 105
24 76 44
429 563 127
424 549 33
1 551 304
197 287 56
111 1101 220
329 623 126
891 1092 81
1194 1494 274
179 377 106
465 1348 743
340 1165 222
1519 1665 102
1040 1115 9
298 511 23
150 1512 420
1201 1241 17
190 317 18
132 171 23
650 1513 756
1664 1718 20
352 590 90
649 1454 4
1004 1144 49
378 1197 550
1608 1798 151
220 1354 136
1208 1662 405
520 928 110
407 460 50
24 44 7
1322 1693 256
990 1760 576
72 147 22
428 683 76
101 923 13
319 1053 258
84 1754 1431
489 1606 1113
561 1327 119
138 187 46
1276 1328 28
1 934 106
236 531 263
1673 1814 84
1247 1466 26
1189 1323 78
29 98 18
123 1433 1023
143 448 205
471 1760 248
344 1504 751
750 1120 20
128 1508 1119
414 415 0
220 392 116
854 920 60
26 99 27
60 267 56
465 1364 378
48 1784 149
3 5 1
495 498 3
911 1028 18
16 25 3
250 1044 298
109 327 69
582 1058 457
1120 1382 156
1175 1880 341
529 850 21
109 383 99
27 146 94
481 1403 146
539 1029 299
6 276 3
136 225 19
1804 1889 7
295 555 31
587 1186 23
24 1268 1169
261 1190 397
21 355 215
287 1022 709
964 1591 104
387 446 41
343 634 263
948 980 10
113 760 396
1403 1583 106
327 1219 776
1775 1935 47
30 57 22
352 1459 1023
162 241 7
83 1042 300
668 1062 360
1133 1661 21
1622 1769 130
69 161 53
751 938 171
330 363 13
1184 1396 134
23 1304 166
106 150 35
31 317 12
118 408 235
40 710 427
397 645 237
240 1429 516
68 196 85
548 588 28
63 127 19
746 1725 612
261 805 94
372 697 229
627 827 71
1056 1842 242
732 1661 901
136 1242 412
1092 1417 255
122 167 16
1021 1349 45
1140 1800 562
660 825 83
1037 1574 426
440 473 11
1444 1531 47
117 415 185
780 932 79
754 839 60
1126 1936 167
402 554 87
10 386 219
254 1167 311
53 86 28
84 363 51
402 949 208
1135 1822 621
1258 1703 115
36 1894 1265
143 288 50
57 63 3
41 221 138
1091 1367 178
371 1521 529
226 913 518
229 632 243
114 163 2
236 384 141
22 425 324
66 595 218
705 949 98
434 1015 203
387 1149 531
1745 1766 5
482 1087 523
1323 1669 83
42 1108 137
27 65 0
123 663 415
355 404 2
1481 1503 8
322 723 201
372 465 71
494 962 167
287 563 22
822 1845 675
61 630 390
1795 1861 33
155 168 13
317 427 31
1160 1459 228
41 207 138
211 379 41
526 839 295
541 1253 435
325 631 3
187 313 93
4 25 15
814 1457 196
1099 1136 30
482 513 22
37 138 12
1029 1031 3
256 281 1
151 697 73
365 518 59
543 1110 451
917 1806 63
272 1134 784
450 592 3
885 1139 101
813 1689 838
637 665 16
945 1811 534
488 624 6
398 1646 607
357 374 18
407 991 308
311 1668 730
286 684 120
799 1713 422
964 1757 695
142 235 58
254 490 53
688 781 7
395 1131 696
339 345 0
261 1226 955
63 237 3
612 881 264
63 1282 274
874 950 13
1762 1938 53
506 571 31
277 283 0
357 1183 718
38 331 68
241 631 376
406 537 92
190 887 104
1282 1917 449
131 973 697
94 195 17
218 1496 1114
1165 1613 347
354 566 133
130 192 45
510 1094 394
49 208 81
54 113 1
104 1058 589
120 622 100
71 1687 788
558 1362 216
434 711 155
16 36 6
596 688 75
667 1778 811
8 357 246
9 302 198
84 1388 771
46 420 166
1502 1503 2
63 274 74
248 458 163
746 1187 334
1072 1917 777
548 1771 647
631 1277 368
792 808 11
195 593 86
49 128 66
806 845 14
687 822 108
56 1310 325
283 333 13
578 1479 850
536 1148 576
33 60 27
23 129 100
1461 1518 17
1236 1793 203
1531 1780 168
448 1430 955
1348 1354 0
517 1328 561
1235 1613 330
193 1528 776
36 105 67
223 1830 1027
150 169 10
35 59 12
215 1316 690
1057 1162 30
268 372 19
47 96 41
971 1266 179
1069 1494 275
81 191 32
445 1783 1269
126 411 188
692 856 48
901 1633 263
632 988 295
11 25 5
49 1218 73
351 388 21
552 1854 876
504 865 176
1450 1511 0
139 528 63
613 924 134
395 417 2
1430 1818 249
278 1490 743
146 1098 604
464 713 26
31 189 25
202 284 12
648 853 161
435 1848 1318
1123 1785 3
308 316 8
709 1197 244
405 481 8
395 1880 452
1000 1536 23
12 485 360
701 1770 528
1186 1685 493
76 1379 470
1028 1587 387
1538 1573 17
201 970 44
1556 1581 10
431 1155 29
579 1371 121
87 283 171
786 1739 412
877 1317 359
160 169 1
225 826 487
506 1450 787
785 1765 859
142 384 184
1400 1602 54
354 1910 1302
166 518 240
330 701 91
354 1761 978
613 1446 391
25 163 103
1314 1404 19
18 544 332
359 376 0
1245 1569 34
12 150 129
187 487 290
224 1021 594
1 488 74
31 1837 1807
328 623 162
78 309 164
439 528 38
1314 1538 117
58 246 52
1115 1750 535
56 148 17
1227 1899 165
8 58 48
168 197 13
1070 1417 260
1329 1354 8
184 524 277
641 1055 384
213 235 7
1873 1891 16
359 665 61
265 851 345
844 1363 463
97 241 75
1146 1300 27
64 82 10
230 1020 374
200 308 76
412 1116 531
521 727 44
1118 1743 152
639 1560 632
843 1798 79
1403 1473 62
119 1190 254
1025 1146 53
902 955 19
34 52 5
103 1089 376
523 907 56
179 195 11
774 1095 230
497 882 345
749 1391 74
1004 1581 458
1247 1419 159
335 1008 147
285 393 83
946 1534 109
785 1248 110
196 1030 557
472 483 5
1102 1906 580
704 1129 332
429 643 87
1423 1440 6
46 283 54
1295 1626 199
122 1808 1179
427 1120 126
1089 1748 321
211 663 212
710 993 152
358 916 289
313 560 176
7 13 7
968 1587 390
20 1021 771
321 1871 1520
317 505 48
279 561 90
49 327 219
565 850 33
170 277 37
60 436 147
367 494 47
103 1013 145
709 1202 296
1061 1327 262
286 705 334
756 1005 26
59 74 8
691 1057 164
21 39 2
60 524 338
221 236 8
2 3 2
855 1853 808
557 1121 113
156 1666 824
118 920 102
21 688 456
1424 1638 162
1002 1111 57
1405 1564 146
577 1308 412
1460 1725 103
234 458 218
165 249 1
934 1357 157
256 1129 0
174 563 136
1669 1723 31
253 374 114
55 139 27
843 1261 401
76 123 23
32 128 40
654 1360 696
1261 1772 312
201 454 67
145 1626 1282
13 338 175
117 167 13
714 1439 175
287 578 141
879 1223 262
1078 1253 28
603 1451 319
1039 1051 10
638 761 56
1835 1842 4
1799 1887 26
147 601 342
495 992 198
632 645 3
887 1211 34
923 1260 152
539 1518 502
360 373 13
524 580 2
1296 1355 9
837 1207 313
1090 1324 169
912 1671 662
7 1442 712
851 859 6
897 1817 33
1305 1795 24
1031 1209 59
177 442 120
194 197 2
526 1209 567
632 1598 61
192 192 1
681 1838 457
738 1085 83
1174 1808 52
69 756 175
288 1811 955
72 214 100
209 1611 419
1775 1886 46
927 957 17
1044 1110 8
521 1902 826
1115 1385 35
11 187 48
991 1062 9
794 1245 230
729 758 11
76 336 45
587 1924 182
703 1696 847
506 709 76
779 1491 683
64 153 62
1050 1667 382
1141 1394 129
837 1468 531
905 933 3
808 964 51
551 844 209
91 1539 614
15 1053 750
27 336 279
1832 1903 42
7 232 51
770 1925 753
118 774 29
212 857 638
573 958 29
17 41 23
38 92 48
521 898 216
561 949 22
705 1027 148
68 1130 765
121 1511 1064
35 954 441
758 830 27
5 40 20
74 149 5
275 301 14
979 1520 319
1615 1941 238
582 820 73
880 897 8
405 444 11
551 1549 622
187 1049 690
329 468 128
25 76 50
556 974 56
1454 1574 6
747 1489 513
287 392 71
232 398 147
28 1235 865
367 1350 495
726 1385 568
55 158 64
389 987 537
33 121 72
207 379 12
128 656 465
129 182 8
221 523 208
582 1464 425
175 1310 991
809 1026 13
613 1855 601
1337 1354 14
635 747 75
1318 1345 17
447 1468 760
410 433 18
1 899 467
321 1470 221
646 1230 226
506 555 46
430 1920 1154
1019 1633 477
924 1537 435
637 1128 224
1109 1231 38
1033 1855 632
349 390 29
191 1485 623
1407 1452 18
929 1079 111
11 94 66
281 559 151
1254 1403 43
686 1373 642
319 603 123
233 1373 577
30 877 351
481 1689 571
90 308 156
249 1072 382
79 245 132
980 1840 507
62 370 19
441 1528 545
151 547 55
208 244 1
217 1214 110
405 1654 569
60 404 234
810 1581 370
79 701 327
683 1877 200
303 340 0
2 70 19
1009 1798 19
497 1868 130
1108 1259 42
513 1460 491
136 1344 324
199 255 26
1373 1829 224
502 1659 335
228 436 98
389 1901 1126
1243 1729 442
832 1096 54
116 196 49
1137 1394 214
459 1015 68
881 1127 86
523 698 116
824 1362 266
47 1675 1325
414 421 8
347 601 137
174 299 52
241 460 58
1296 1747 264
192 392 57
61 83 16
62 71 0
350 1581 580
1513 1740 37
356 381 24
180 355 174
546 1345 125
663 1504 452
275 550 104
464 1635 941
20 723 650
1292 1677 354
291 334 33
737 1664 216
480 1046 223
468 706 57
54 164 17
56 236 15
223 356 64
647 1612 461
970 1111 140
338 378 11
1339 1727 224
695 1827 886
141 821 12
351 1366 281
131 258 3
49 70 15
506 1872 427
220 1281 437
72 1101 252
772 1871 917
381 1702 1224
353 500 119
92 359 195
714 1319 139
726 1071 305
690 1132 360
1552 1883 10
35 1473 124
536 1510 298
1274 1927 342
590 1509 872
240 1533 506
1011 1271 147
15 1780 78
198 930 284
123 1795 1119
31 46 10
5 758 133
74 284 191
1533 1828 234
146 313 126
165 168 2
922 1595 594
34 974 938
83 921 465
156 167 3
1417 1655 117
76 366 201
969 1033 33
1766 1870 55
749 1407 594
524 1608 1039
307 1379 1067
681 1607 279
14 14 0
414 928 8
190 666 454
96 192 48
1102 1214 98
446 1038 372
33 100 24
49 460 264
95 245 39
54 113 46
1031 1880 588
172 339 41
346 519 122
804 1133 83
237 238 2
814 1521 630
70 1735 784
86 438 279
17 1192 332
239 508 173
354 999 590
26 715 409
249 1456 543
563 1270 656
163 571 331
713 790 38
329 511 157
319 1388 600
462 1869 782
14 23 10
25 138 26
41 496 203
1128 1217 82
207 313 67
137 199 51
556 1759 727
124 1599 454
943 1267 67
354 1591 1118
1036 1510 297
236 1921 1100
824 1669 110
1726 1943 177
123 1659 688
180 697 319
1541 1831 185
137 783 320
120 425 51
755 1742 586
674 1010 305
217 248 22
193 632 100
40 172 48
245 246 2
52 68 13
22 40 14
3 6 0
445 726 235
455 807 136
1060 1614 246
651 1157 418
526 532 0
243 451 207
971 1047 63
854 1124 12
27 523 147
167 308 53
914 955 29
47 89 6
444 972 348
204 550 19
511 1133 470
270 294 15
314 342 9
1622 1911 166
231 634 288
1011 1605 247
974 1296 42
864 1775 341
212 436 137
798 1566 424
1446 1641 132
354 1134 769
472 1072 387
265 1167 256
17 69 47
766 1170 90
813 939 95
21 434 202
788 1522 38
770 1625 718
875 1829 939
462 1104 618
420 1484 1041
558 1814 283
1093 1520 249
1216 1448 77
1122 1319 83
4 55 20
12 1642 1277
105 684 220
1567 1705 48
57 259 23
1200 1670 326
886 944 5
190 917 107
782 1133 23
365 463 30
149 1810 580
679 1388 284
1436 1523 69
145 307 16
1360 1383 15
891 1034 5
92 434 168
801 1774 437
139 1402 312
1000 1332 288
338 1811 1002
1695 1817 96
578 1766 1159
60 156 10
86 93 4
269 854 42
737 1045 241
562 1758 1162
139 295 108
19 97 49
590 1362 298
197 1286 800
1395 1541 87
255 514 213
358 558 160
485 685 33
1071 1777 25
777 1231 412
59 719 519
747 989 171
690 1292 79
201 241 14
404 1859 555
354 1171 757
145 1041 260
458 499 39
571 1441 118
935 1516 69
91 947 687
1266 1720 174
341 792 150
1185 1411 183
306 510 184
235 263 18
376 1014 186
98 685 300
162 315 139
849 1445 171
297 534 138
513 1820 342
1340 1460 19
239 692 448
548 577 3
299 1241 939
590 731 51
178 1597 153
313 355 10
7 53 38
281 593 238
606 959 181
105 1525 1264
177 1660 28
98 272 100
248 666 13
171 991 183
129 1207 50
168 177 3
77 236 52
766 771 5
86 328 36
95 482 341
1653 1833 104
1069 1926 594
447 735 57
446 1232 313
490 557 44
1103 1417 130
999 1057 45
220 593 248
1034 1165 24
738 982 40
727 872 30
3 7 3
49 898 414
17 33 9
1147 1450 140
322 585 54
180 813 514
520 1807 101
3 20 0
399 1892 697
1847 1883 27
137 293 38
332 1858 37
36 291 23
211 254 9
421 1077 373
384 1446 525
1328 1444 72
10 314 223
221 1368 159
1459 1902 302
88 1149 960
157 395 140
72 1322 936
19 30 2
984 1020 24
650 1486 336
1710 1856 35
1371 1521 127
1295 1770 98
833 1439 425
994 1742 739
182 1831 48
675 743 57
283 630 167
222 1061 298
70 126 23
349 497 68
99 165 17
683 972 198
87 1043 817
1069 1157 14
183 604 139
1245 1568 196
191 1428 598
156 384 210
220 1081 426
307 1520 808
1532 1752 129
816 1355 386
10 11 1
96 194 11
450 706 75
825 1651 352
5 37 23
1125 1448 171
281 582 252
147 415 167
8 61 40
456 854 199
106 770 663
365 725 323
1564 1637 67
116 407 144
1026 1821 658
1732 1790 34
198 264 28
1427 1682 161
380 1135 674
123 622 139
612 709 70
1198 1676 11
801 1472 15
25 345 81
1233 1262 10
1277 1543 170
165 887 29
170 454 197
150 270 104
377 1330 800
187 456 132
59 904 271
341 602 142
192 1657 1449
1182 1736 503
22 105 62
460 774 225
220 1520 196
201 1668 411
771 1066 38
146 263 67
121 1027 185
265 1038 157
125 179 24
786 1717 676
1335 1434 39
7 294 188
512 1231 62
95 388 36
310 723 63
172 450 242
1003 1268 203
309 1056 212
368 460 61
503 1169 264
596 706 107
1392 1794 30
41 261 83
390 599 91
160 656 311
7 95 48
267 345 36
15 18 3
85 1548 362
814 892 66
421 598 150
1202 1393 148
380 1463 856
931 1462 472
807 1301 139
1317 1329 10
1315 1742 184
1541 1869 225
102 521 44
171 185 11
228 1296 185
553 751 58
529 1214 543
210 941 567
1414 1759 72
886 1466 217
32 48 0
62 659 408
223 666 335
218 477 215
680 1006 103
488 1392 326
683 1666 93
197 645 118
16 284 68
329 894 445
1142 1623 344
535 539 5
26 317 115
403 915 277
363 678 84
97 1514 915
8 1679 722
16 67 14
980 1052 17
944 1036 27
152 626 433
66 197 21
115 151 31
178 1108 200
24 1842 29
1207 1797 355
324 529 153
33 297 128
672 794 76
741 1282 526
70 142 70
787 880 47
38 1522 559
881 1537 333
349 1847 155
34 1746 1231
911 1143 0
29 116 79
224 305 45
684 1018 118
1003 1286 70
72 771 47
305 1488 274
1490 1814 282
230 327 92
1053 1320 151
566 587 11
343 516 63
513 1041 183
823 1730 206
230 1094 338
66 1058 652
1224 1877 310
35 41 5
476 487 3
783 1080 288
223 236 5
188 289 16
153 702 469
325 1715 950
208 1829 1058
173 1042 525
52 557 434
608 1554 917
230 1920 1286
581 1013 0
53 156 42
1375 1793 208
400 919 302
133 215 60
12 20 5
610 1096 475
844 1407 523
1469 1469 1
164 894 233
52 395 327
293 369 35
44 97 36
332 647 50
99 346 26
922 1308 79
226 255 29
41 810 47
1403 1799 167
671 808 66
709 1144 73
295 1172 347
760 1414 565
641 864 142
