2111 2906
54 174 22
652 1652 467
439 936 416
286 1050 708
304 501 13
713 2090 431
92 1090 496
1265 1461 196
1237 1977 28
781 1796 792
107 747 522
307 1746 694
356 2059 1438
1132 1943 240
120 443 8
1301 1408 78
679 1897 796
676 1998 466
375 914 123
13 1356 265
1196 1601 128
46 162 43
3 21 4
575 774 103
1227 1598 208
910 1104 144
947 1061 29
103 1078 107
758 1849 1078
4 294 134
15 509 321
73 1176 609
327 1461 862
992 1648 175
340 365 23
149 440 121
1082 1211 92
513 1778 868
398 1156 184
577 1864 246
122 137 13
2006 2013 8
276 450 61
13 16 2
693 1866 956
1263 2066 220
420 559 46
31 33 1
105 892 438
1023 1127 84
20 671 204
708 2040 284
538 1298 36
206 1829 770
108 322 151
4 37 27
414 887 2
436 949 508
145 592 226
17 1056 8
387 1136 513
368 1136 122
875 1122 64
396 581 14
180 936 171
70 534 235
1179 1810 540
7 386 380
507 539 10
494 811 68
430 1122 449
8 1191 896
791 1800 173
45 62 1
640 1650 5
157 996 158
78 344 85
1029 1386 205
580 1102 234
166 209 3
1395 1678 261
479 480 0
182 606 10
133 526 19
899 1089 22
1749 2023 91
428 1317 803
110 129 9
355 1605 1198
880 1523 91
395 1296 737
131 442 265
1175 1277 0
91 514 70
198 269 28
624 2107 352
720 1228 393
33 49 8
1186 1234 46
1253 2030 493
153 196 10
149 267 43
1159 1695 442
770 1007 139
51 194 91
762 2023 266
91 1304 712
8 1628 891
124 274 40
22 218 169
49 1096 305
1219 1488 116
724 1993 663
240 1182 119
280 743 151
882 894 8
825 1655 585
471 845 136
11 961 760
423 772 224
317 1184 714
235 968 109
451 739 286
10 72 50
1479 1507 28
145 1641 705
67 133 58
748 1895 367
39 60 10
272 1099 74
57 1993 657
477 1299 793
228 1956 1031
1376 1992 605
391 1062 262
852 1945 232
107 346 31
1536 1631 63
630 1155 230
1229 1475 132
446 588 25
628 1928 99
734 1028 46
551 555 4
1570 1711 79
19 221 184
831 1545 693
56 240 178
566 962 14
202 227 11
102 1262 556
87 99 0
65 288 126
1760 1784 3
26 47 14
1792 1980 155
311 400 59
350 646 218
1553 1715 140
1202 1276 63
531 1164 119
787 1079 292
341 1153 334
777 1243 164
935 2111 11
126 201 30
1125 1539 165
486 1593 782
35 243 74
33 262 5
206 248 25
282 737 264
1623 1838 162
6 1043 1038
632 1050 85
253 311 52
703 858 106
900 2045 988
810 1380 432
123 1923 261
1556 1980 88
144 302 57
1398 1861 53
250 385 42
1391 1864 391
21 235 168
174 327 72
410 1220 300
717 1605 536
562 725 58
870 1492 391
1262 1298 26
481 880 53
23 265 18
39 806 605
1196 1578 221
722 880 14
916 1795 317
916 1826 655
994 1846 108
118 540 207
175 501 276
1289 2074 143
907 1348 2
630 1122 393
173 270 16
631 1972 733
439 1335 876
622 1132 149
61 428 336
194 561 141
817 1974 895
686 798 62
22 34 3
766 1324 228
37 1545 640
117 1364 1082
997 1476 453
1512 1981 52
94 563 60
40 1506 373
78 138 51
29 213 61
585 1856 1225
14 758 249
185 2034 1515
270 1643 160
1039 1546 201
137 413 159
1415 1867 284
21 129 1
512 1536 14
326 481 140
553 837 51
611 1032 164
382 981 449
473 483 8
622 1641 223
15 99 56
541 664 60
217 269 32
542 893 164
5 60 16
1023 1085 7
71 367 78
45 92 23
3 7 5
1270 1930 235
129 215 23
1206 1998 108
348 670 271
304 381 59
570 1474 277
1045 1501 356
378 742 13
433 569 1
1032 1157 39
481 1062 463
187 1354 757
343 352 1
312 2090 1225
370 606 174
255 260 1
987 2080 202
240 431 77
62 182 78
2 8 0
1437 1586 86
469 2012 851
276 986 309
456 712 1
71 448 353
758 1048 259
918 2101 447
668 935 264
519 1988 184
97 136 40
117 623 101
377 1479 319
536 1515 543
786 1308 30
1955 2101 92
1334 1837 381
652 689 38
480 1062 236
238 916 184
190 266 69
761 869 55
480 1730 893
1258 1301 35
82 119 36
268 778 286
14 28 9
38 91 45
143 1387 1086
473 1679 305
198 1145 484
165 289 98
386 1531 250
538 593 16
258 845 69
273 1285 573
5 121 52
27 327 266
364 1387 227
557 1904 693
247 383 21
24 40 6
1432 1891 37
156 879 707
203 378 46
284 1337 862
920 1664 613
451 562 86
390 555 115
276 1864 1442
1955 1986 8
151 1683 200
521 757 77
725 816 6
261 877 412
320 1725 557
63 448 310
392 1193 52
303 798 19
201 387 15
94 1662 169
199 719 464
403 683 237
1010 1682 328
62 1073 319
1148 2071 497
24 493 134
433 2071 874
20 655 405
1009 1969 771
759 1039 237
6 454 153
1330 1711 216
580 629 10
870 978 42
159 763 585
353 567 140
1886 2108 198
1690 1924 167
670 1171 235
129 1473 292
444 604 71
937 1085 95
3 19 4
1791 2052 137
889 1885 257
1003 1519 94
180 322 89
469 833 362
101 2068 1961
339 659 214
63 1474 1052
899 1021 60
1138 1323 137
275 1074 517
11 1701 285
665 1026 90
825 1982 432
870 2087 1019
337 689 87
929 1094 54
121 1803 1615
309 1296 841
116 231 42
989 1936 704
849 1632 636
302 409 64
114 832 554
242 1017 591
1048 1350 256
323 610 57
96 1626 1123
592 615 10
2080 2104 23
71 916 701
496 1054 321
245 463 148
729 1007 142
355 979 231
1 12 4
366 420 9
455 525 4
805 1899 718
158 2067 1161
909 1899 153
766 1292 42
489 1213 106
653 1492 528
30 42 7
14 385 71
180 1990 1400
493 1420 483
84 106 2
283 742 144
32 46 14
622 1663 1003
326 551 77
13 1451 1233
25 479 359
765 835 34
147 160 13
160 2007 689
289 1113 760
394 1648 975
474 496 13
1024 1707 286
1421 1460 18
798 1736 738
968 1002 10
765 784 2
100 448 325
350 1647 460
1468 2048 152
397 899 199
11 14 0
490 1781 267
83 309 24
28 434 184
513 750 170
222 238 17
1134 1326 73
72 147 75
94 1136 964
726 801 39
532 1544 183
90 945 538
1591 1665 38
1212 1536 285
757 922 41
1 102 80
121 1421 556
273 304 15
1260 1759 134
307 561 85
600 947 112
475 1457 889
878 1127 218
639 1135 397
173 644 313
299 772 135
659 1605 391
146 310 119
470 834 95
196 1201 212
1326 1571 201
283 2034 366
349 484 123
963 1175 55
126 1068 651
1654 2104 398
704 1350 115
1537 1900 60
884 2102 1018
203 376 26
17 50 22
51 59 1
1385 1852 459
1073 1288 188
514 1971 1100
672 1618 557
616 1197 113
53 474 5
227 343 69
653 753 19
2037 2078 19
176 593 72
22 853 283
444 480 19
755 1119 321
221 494 21
159 939 434
319 1342 830
549 870 162
188 283 56
187 672 310
79 389 58
202 548 263
636 1402 240
287 394 6
587 624 38
5 6 2
36 55 13
1008 1935 893
161 310 58
520 835 80
580 2064 526
231 236 0
787 1676 387
26 32 0
1188 1647 291
1637 2025 160
1198 1850 348
247 767 217
437 1487 893
239 1755 1058
1909 2042 29
447 1987 617
591 1136 250
432 939 94
1594 1794 82
682 1528 729
51 1070 870
314 480 114
285 1220 513
1227 1247 19
401 1840 1113
663 1171 90
975 1114 35
554 658 13
571 1405 730
425 767 192
757 2090 832
833 1807 91
281 503 35
1977 2049 52
505 1170 241
1552 2037 88
146 378 27
321 934 336
136 248 23
17 163 57
133 506 148
806 1121 235
533 660 90
574 623 17
795 840 18
1497 1532 35
94 500 283
35 156 26
510 869 348
718 1696 845
1259 1451 174
610 1104 490
810 1141 184
408 624 166
138 1163 522
265 1598 101
1886 1985 28
49 1422 1172
554 2035 685
394 510 7
129 1869 839
180 1372 369
1045 1702 561
818 1848 83
54 141 21
106 282 166
784 1889 979
294 1458 341
335 447 99
641 1663 476
1487 1713 157
309 433 73
190 479 145
75 235 80
761 912 40
348 1198 176
516 771 143
240 421 179
1566 1626 26
129 130 2
1574 1690 56
798 1560 550
581 1073 251
470 1511 186
128 1877 715
213 663 333
913 1877 645
1129 1960 117
359 1044 352
117 597 177
911 1259 40
736 979 164
1135 1729 538
984 1247 166
33 594 388
656 971 233
293 304 9
169 1339 318
2 8 0
1 234 173
2 17 8
553 900 70
88 112 7
1292 1685 35
592 772 100
1001 1097 39
690 945 224
400 1512 736
1137 1698 334
137 328 76
916 1012 81
67 428 151
309 414 26
920 1009 25
26 256 227
459 839 101
1177 1897 531
32 62 22
374 1454 848
54 301 88
658 1450 751
186 791 172
731 1193 147
116 462 284
436 1645 259
619 793 125
567 767 135
24 1231 638
448 949 252
60 1833 1591
875 1051 143
1607 1854 132
176 206 28
293 1362 902
79 561 151
419 2045 7
910 1285 337
253 1321 1009
667 978 0
333 1259 818
725 1695 279
6 8 1
917 1108 48
8 66 18
81 159 28
655 1438 58
75 209 114
102 1988 1027
52 586 376
43 1393 1121
10 32 20
751 1899 150
847 1238 365
1073 1432 181
141 209 17
709 1610 323
470 816 328
163 1515 401
609 1421 270
171 351 93
67 1077 265
1402 1916 206
274 287 7
65 114 19
93 152 39
837 1683 772
1326 1351 21
734 811 57
120 1606 571
198 725 340
154 1740 1046
1425 1633 49
1491 2022 150
1610 2037 240
169 556 139
1247 1654 81
64 1825 973
899 1910 289
19 102 72
292 715 182
143 599 97
59 78 9
26 38 7
168 252 57
1015 1373 294
1455 1524 44
468 1037 538
991 1856 760
673 724 23
265 1038 407
280 1346 612
12 19 3
71 1788 983
1027 1668 526
386 1595 352
1257 1998 628
422 1428 653
1168 1452 280
425 1434 531
965 1332 263
338 364 8
764 942 100
1506 1662 129
16 878 45
251 1247 885
148 175 1
348 744 312
851 1158 237
685 1364 606
1060 2044 941
213 291 40
648 1720 638
32 1311 1017
136 264 97
48 175 124
397 1636 714
158 167 6
411 921 394
11 85 18
798 1087 275
276 285 3
1333 1963 352
561 1274 401
1571 1903 216
756 841 29
1007 1025 16
208 369 29
197 1033 320
80 959 197
1548 1671 51
52 475 169
14 244 13
84 1549 254
23 142 114
358 374 11
227 270 24
566 1248 94
138 252 28
1326 1482 47
1179 1749 403
239 329 75
418 438 18
44 83 18
1015 1355 80
50 233 79
1233 1712 354
494 772 90
436 2062 1286
1178 1201 23
24 46 20
1345 1877 201
1199 1615 301
2 23 13
515 711 26
514 2047 1037
263 907 216
1637 1746 98
111 492 283
244 586 248
51 74 10
295 1386 343
64 327 123
615 1808 667
275 964 335
1397 1847 330
170 388 172
1055 1580 78
666 1259 90
160 160 1
130 909 1
285 990 86
412 442 0
41 488 65
639 1869 422
68 1361 286
143 342 87
508 1149 94
585 2091 612
851 988 84
259 592 59
636 723 54
802 1399 407
731 1697 146
231 422 62
966 1825 165
135 2037 1386
677 917 32
119 366 216
853 1210 243
140 1121 544
1347 1448 30
1097 1150 46
14 16 2
252 2099 1748
207 478 166
502 846 261
131 1301 331
41 949 594
151 241 68
1126 1227 66
59 83 0
1250 1875 180
4 247 244
246 1533 298
616 1124 209
669 1717 770
1696 1956 198
333 564 3
693 1253 34
587 1072 27
818 1135 171
998 1161 155
696 1118 266
174 310 63
351 1230 332
1145 1670 12
40 1585 439
583 1646 637
211 470 174
835 946 86
936 1540 151
2 1124 495
146 1201 192
732 1360 546
431 525 91
924 1734 647
287 1165 567
76 137 50
21 493 403
580 1336 162
569 1143 49
972 1527 9
267 1008 457
559 1881 143
181 417 8
325 344 2
651 1999 774
493 638 91
175 1547 686
436 580 54
1511 1696 179
811 816 2
855 1253 91
110 252 53
454 942 313
87 123 27
57 1750 1306
244 472 184
328 552 213
1302 1645 0
195 248 9
850 1180 44
475 1495 620
564 867 299
185 257 50
308 392 72
54 508 113
1437 1731 101
1650 1859 109
665 1146 397
178 1039 125
674 873 63
94 156 56
541 568 22
875 1616 251
6 496 212
1015 1559 325
354 767 284
1801 1961 93
26 197 4
261 1038 220
259 1546 215
759 1161 28
174 225 10
86 160 11
522 1324 598
590 671 80
27 107 62
59 597 219
75 122 38
438 490 16
140 451 1
961 1290 129
600 1331 4
735 925 61
1339 1376 36
1400 1400 1
971 2095 880
69 82 12
1461 2017 51
126 409 219
278 509 14
17 96 66
482 916 175
71 157 46
396 1203 621
667 1226 20
233 618 194
138 203 36
627 1421 687
68 147 10
1007 1277 35
236 667 239
150 836 135
190 1387 751
653 1803 521
69 368 105
721 1131 0
1334 1650 87
658 1079 71
1176 1770 585
432 506 19
440 1450 859
763 1346 229
511 1043 460
425 1090 495
166 170 2
98 255 1
869 1670 744
843 1000 145
722 1432 485
1199 2085 710
12 1352 928
58 59 0
1033 1951 545
270 683 46
468 544 76
186 1276 534
218 334 111
222 1113 129
1048 1281 146
262 323 53
9 26 10
966 1552 340
14 184 17
1203 1765 492
134 279 34
650 1813 224
986 1065 79
1039 1602 534
190 2103 6
190 236 46
1433 1454 3
55 369 76
38 1029 173
88 1018 94
908 995 67
161 1323 176
671 793 111
41 54 11
1059 1499 55
561 1765 91
330 398 42
884 885 2
75 1965 1355
1069 1478 323
490 1176 352
1052 1375 244
577 1505 590
21 240 83
780 1548 268
828 1597 374
687 842 37
1783 1873 49
203 343 11
690 959 262
435 654 34
585 1579 952
165 194 7
157 1221 806
139 267 37
486 1439 634
68 87 11
1222 1733 388
1386 1663 273
1749 1800 2
1658 1790 74
513 671 96
546 611 0
90 259 68
24 1037 614
5 212 1
279 785 231
723 1284 437
45 226 146
559 619 8
10 328 240
650 1016 23
488 1207 563
200 579 158
520 982 208
796 875 57
535 1266 649
880 1812 208
1217 1691 42
740 1623 331
696 1526 97
1095 1410 282
78 83 5
871 1576 662
772 775 1
731 1613 605
88 1680 1542
539 596 43
470 917 168
553 582 23
154 702 114
297 806 349
55 85 6
15 299 91
32 548 191
1773 2026 19
807 1703 646
1070 1148 43
555 1519 355
1065 1454 158
156 324 103
142 589 156
333 1243 784
163 254 57
1816 1832 3
1055 1342 19
463 1103 439
1672 2008 289
660 1987 1040
420 1355 2
71 82 6
1335 1724 17
498 736 217
45 282 157
758 1168 378
267 1009 95
908 1051 52
1057 1527 204
18 31 13
380 1816 418
409 792 138
209 571 38
669 2094 875
518 1713 525
163 175 10
14 42 16
97 843 394
318 463 77
662 871 83
10 1896 184
142 142 1
324 1307 794
1398 1867 154
1080 1244 143
1449 1568 17
1424 2093 254
753 1756 711
89 589 215
366 1485 637
51 74 4
195 371 119
675 1109 191
455 606 144
1346 1500 71
217 1616 444
860 1148 179
993 2081 488
322 357 32
882 1309 111
303 2079 585
92 1560 180
1372 1927 437
351 770 68
15 61 20
6 81 10
532 1474 858
201 322 56
1864 2028 79
431 469 38
248 1138 363
341 743 244
1960 2077 59
9 41 29
429 781 318
81 713 138
1533 1745 43
564 1793 941
389 1191 710
499 1444 241
961 1937 695
9 397 36
6 1003 184
441 671 158
86 153 48
729 1952 1094
58 203 3
538 721 98
111 579 397
10 642 133
1013 1336 314
685 1390 508
783 820 35
118 972 633
1096 1674 100
798 844 25
194 563 140
1673 1925 201
558 1899 926
748 1046 183
668 1687 767
4 10 4
856 1185 48
15 206 106
226 315 78
163 1977 1714
153 162 7
661 1808 842
420 1823 941
112 1313 861
841 1369 267
1422 1810 22
579 608 27
240 670 74
415 1200 434
189 310 109
1665 2106 332
1449 1823 215
650 1207 409
272 1602 1058
1372 1754 109
81 128 16
775 978 174
1202 1392 157
138 346 172
1052 1059 6
1335 1617 5
78 694 588
1096 1294 138
1660 2080 283
433 785 25
891 1329 193
1140 2102 957
154 2102 1007
244 824 435
145 1071 108
860 1033 32
1466 1547 80
517 774 175
88 370 232
143 354 178
741 1243 148
1667 1689 6
473 1788 601
970 1698 612
382 396 12
46 50 3
3 239 229
1119 1369 11
1435 1994 457
184 394 92
33 174 6
108 634 198
184 448 209
829 1702 6
808 1505 427
812 1016 86
476 512 28
33 93 50
10 30 7
1673 1971 21
175 1588 1271
1059 1555 417
22 333 257
1209 1751 307
203 478 256
1036 1449 281
474 500 27
315 333 5
1067 1507 53
958 1449 363
103 326 44
1783 1925 53
345 2110 1755
147 181 29
1882 2026 73
262 305 18
117 124 3
430 1437 756
1037 1216 57
574 741 78
92 257 122
4 8 4
324 680 164
902 975 4
39 128 75
873 1710 369
35 1718 673
99 241 91
1156 1480 30
93 222 87
63 246 30
1134 1271 73
422 529 40
2055 2077 20
1717 1921 205
529 2102 1371
78 445 141
382 1225 309
192 1042 152
656 1465 795
25 605 388
1501 1843 133
886 1565 90
292 1746 459
20 90 0
536 1695 873
317 1973 1278
1080 1259 114
359 464 28
1125 1676 391
1279 1635 188
356 631 105
873 1125 132
1047 1992 837
228 1539 1145
349 698 315
957 1558 504
514 641 96
206 778 269
1629 1833 137
345 431 47
1425 1820 146
1506 1887 366
2 167 165
262 457 172
1 475 20
134 147 13
1128 1611 246
704 1008 81
24 490 115
278 365 47
1313 1547 152
574 1411 32
1097 2098 431
166 354 35
749 1692 239
649 1704 941
1003 1103 71
154 843 458
854 1276 118
227 1980 1379
1540 1835 248
815 1987 658
179 275 0
487 1063 419
298 1443 502
940 1770 383
15 284 264
373 1051 555
432 638 141
911 2066 31
274 666 324
70 362 121
6 551 270
29 116 67
116 155 40
723 795 40
996 1203 134
929 1136 39
1059 1682 221
141 1943 1439
645 1459 586
112 1839 1110
758 1151 261
5 426 138
455 1906 782
324 414 58
1493 1529 32
105 879 728
255 1594 858
239 1461 333
139 250 102
1611 1925 221
447 1687 135
47 209 122
398 1203 466
1345 1421 12
65 98 17
4 6 1
78 1189 9
513 1343 242
505 1122 482
783 1338 475
420 742 47
1180 1533 191
389 1615 203
60 441 75
1140 2076 390
91 428 121
1420 2110 136
960 1146 127
484 694 61
113 480 7
410 1356 397
434 1173 185
346 684 194
38 1921 300
332 471 65
146 1133 62
4 728 95
590 704 112
121 281 141
1399 1440 27
676 1724 557
467 704 83
1085 1279 75
97 1198 964
49 1715 374
99 757 410
645 1737 88
762 787 26
364 1915 565
239 257 16
63 91 27
597 1530 230
73 122 47
276 304 12
496 1171 426
247 1441 545
145 159 14
1276 1397 102
169 232 52
572 663 80
834 971 116
737 994 252
217 1692 744
210 1675 1420
45 85 5
24 116 59
34 1476 261
1167 1295 35
229 533 140
260 899 461
846 1701 193
124 310 150
31 82 42
500 1133 321
330 611 165
1167 1809 419
789 1901 312
68 313 95
66 1126 789
572 798 90
243 1051 187
1011 1046 7
536 898 137
604 792 113
242 614 272
457 1140 504
832 1130 203
105 1149 1012
389 1802 225
86 1098 954
1711 1720 5
752 985 104
103 110 4
402 1067 547
27 797 470
898 1090 46
1337 2083 668
1395 1508 72
70 196 90
1590 1630 35
13 1958 1489
58 96 20
256 599 174
371 1278 793
253 1363 471
96 765 355
493 1754 689
490 929 308
842 913 45
151 1579 964
516 697 17
367 1703 948
300 727 372
281 503 124
392 458 60
1920 1956 9
70 1564 140
1045 1862 77
113 2069 767
340 1755 104
556 1146 325
35 1532 754
655 1055 50
39 109 50
710 765 11
94 1983 833
247 263 6
757 1514 147
713 861 13
756 805 1
500 678 32
375 1818 973
822 1556 392
436 979 63
1 229 10
563 1663 424
377 1315 427
121 499 39
583 1152 482
1373 1668 284
214 859 539
1438 1517 74
94 273 149
916 1495 353
1185 1853 215
1410 1909 126
373 983 336
19 96 55
826 1136 271
368 556 40
346 798 209
1325 1622 76
883 2066 621
131 689 77
387 1129 97
481 523 43
356 844 351
36 280 38
263 1132 707
986 1047 4
186 219 26
6 119 47
345 396 42
252 1652 890
45 229 83
1 2 0
1232 1324 31
325 330 1
1862 1895 17
577 1265 508
417 879 298
202 1035 272
1641 1938 259
211 562 152
1561 1678 63
250 897 633
1503 1758 200
717 935 117
741 1025 283
524 696 21
375 689 28
134 437 169
8 53 18
1656 2097 293
1186 1354 13
278 537 200
11 85 9
310 1423 554
73 173 30
283 1661 995
445 1958 658
345 618 241
423 1844 503
205 240 19
453 908 194
15 183 75
