315 2305
55 63 7
1 1 1
108 184 24
75 221 18
4 10 2
34 161 5
94 144 0
7 25 10
55 118 5
12 46 33
16 29 14
225 291 6
22 142 31
45 145 73
161 166 1
102 239 132
87 232 11
239 265 13
19 29 7
52 130 28
26 54 28
110 160 19
231 256 19
114 146 29
42 68 3
21 143 119
73 153 42
40 268 22
52 195 105
107 172 48
39 128 49
47 68 1
96 172 7
55 157 66
249 281 17
28 56 4
43 80 37
48 77 4
2 10 1
34 209 9
21 31 10
38 104 52
147 151 5
119 169 1
32 97 66
43 164 100
65 91 15
86 244 36
130 265 111
154 196 21
46 218 10
264 269 5
23 148 93
75 122 7
21 92 5
2 60 43
7 281 213
71 279 83
44 258 156
61 118 41
202 239 16
182 183 0
19 136 33
3 15 1
155 300 92
23 103 71
9 51 14
83 266 14
63 217 129
62 231 170
68 73 0
217 250 11
77 88 8
31 41 6
72 239 51
137 183 11
235 303 39
31 87 15
132 300 46
23 129 38
13 22 8
119 163 33
23 245 174
18 121 46
56 162 43
13 22 6
3 42 3
66 152 5
35 69 26
40 42 2
24 85 39
167 198 3
106 150 19
99 180 65
156 216 14
24 48 0
21 24 0
36 82 43
60 303 87
25 182 132
8 190 183
46 89 7
3 220 215
60 94 27
37 38 1
102 120 11
35 274 71
48 57 1
12 30 4
2 287 208
101 159 1
139 204 44
5 30 17
48 273 200
227 263 6
5 25 20
21 61 8
58 245 153
22 40 8
38 66 19
162 284 123
37 232 173
8 27 0
26 88 53
90 170 69
14 45 32
61 195 118
30 177 102
114 160 28
26 196 23
73 114 41
39 245 54
115 129 2
142 226 74
1 47 37
66 85 11
90 215 37
114 137 10
175 213 11
10 95 82
26 89 43
74 271 163
90 174 67
206 211 5
5 49 21
199 257 3
51 64 1
44 172 113
169 264 26
167 228 10
7 9 1
302 305 4
4 30 19
27 34 3
48 125 50
22 32 6
221 245 24
74 219 121
54 174 37
24 27 4
56 121 66
176 275 13
5 8 1
2 53 2
2 146 32
5 5 1
89 247 49
80 138 6
10 44 8
10 26 2
255 288 7
21 40 13
70 263 150
231 281 49
32 39 2
171 242 14
13 84 9
144 177 1
40 113 12
52 83 7
205 208 3
78 278 169
103 240 39
307 313 4
6 28 22
9 75 28
199 208 2
147 300 11
56 73 12
279 292 12
164 227 7
99 218 37
94 205 55
102 127 21
28 295 208
4 127 34
37 118 14
12 38 2
114 233 120
83 214 92
4 140 118
83 271 185
133 157 15
24 312 68
68 282 91
114 126 11
192 214 15
230 235 5
82 152 52
57 62 6
70 163 77
3 4 1
202 311 11
112 235 22
73 209 64
18 23 5
167 194 20
6 21 13
8 15 2
177 243 12
68 245 91
56 263 133
1 2 2
10 38 10
112 152 34
224 262 1
121 243 72
31 240 120
43 92 36
15 210 49
193 216 9
211 215 5
36 153 32
3 24 16
123 197 29
16 95 64
20 315 73
15 20 5
201 305 89
196 231 14
69 74 2
30 94 25
64 99 3
120 137 4
103 126 2
45 122 61
111 192 29
44 206 31
145 261 84
259 315 19
9 174 156
212 292 78
87 210 103
210 253 4
90 284 15
154 154 1
87 155 24
70 82 9
79 106 15
165 252 36
35 135 12
2 11 9
67 70 0
235 282 3
42 66 21
8 117 34
3 10 6
218 236 9
65 114 23
23 45 18
89 98 6
5 70 42
11 245 224
80 112 16
59 62 2
9 231 2
152 234 73
12 46 1
31 213 64
151 210 9
106 194 17
5 165 124
70 116 47
180 200 0
102 274 51
85 108 19
135 136 1
121 125 3
68 181 111
10 14 1
214 277 56
63 73 9
196 260 42
10 132 13
1 43 16
97 219 5
57 80 7
140 304 165
116 315 78
86 206 29
21 33 6
135 277 50
181 181 0
7 29 16
6 14 7
134 155 2
1 4 0
43 307 178
40 262 81
167 224 37
37 135 52
81 234 102
1 22 9
1 88 65
81 81 1
14 74 40
104 129 17
9 46 36
189 261 43
3 16 11
112 164 48
60 149 75
26 195 77
5 8 3
42 160 107
115 213 77
38 38 1
256 312 9
19 162 134
73 279 107
60 161 47
139 185 7
158 178 20
55 112 37
18 185 16
27 154 98
19 275 3
27 34 4
6 151 7
115 211 55
58 61 1
78 307 170
82 97 3
19 80 37
5 15 7
66 162 45
36 88 3
33 154 98
85 234 52
255 293 18
81 96 8
12 210 78
143 199 56
184 246 28
3 7 2
37 154 109
9 28 14
5 7 3
21 261 7
58 58 1
133 155 14
100 156 3
6 10 2
1 18 16
51 70 16
45 45 1
115 147 24
128 141 7
8 22 1
48 203 38
161 204 30
79 80 2
161 288 70
86 181 89
7 63 22
9 97 52
11 15 3
5 78 50
173 217 36
101 170 60
37 40 4
109 225 83
65 138 10
233 281 15
32 245 167
244 305 17
6 14 1
191 237 32
6 212 42
26 233 114
3 89 60
9 187 50
56 93 20
56 313 112
118 250 9
26 104 55
159 220 24
90 304 215
229 274 18
59 88 14
32 181 118
12 161 27
150 304 33
121 191 42
157 212 5
26 138 45
42 164 43
25 36 2
124 230 84
160 286 90
52 83 1
79 135 19
220 289 45
37 57 8
24 103 58
163 256 44
82 239 113
28 29 1
68 83 15
26 193 58
164 187 12
83 178 27
32 240 189
110 297 89
88 193 71
162 188 1
155 167 10
45 119 75
194 301 40
12 73 35
32 146 105
101 223 28
15 33 15
24 72 31
16 101 60
303 313 0
67 74 0
36 126 16
5 38 4
17 255 192
3 12 10
4 8 3
42 101 29
38 63 15
33 38 1
120 213 83
64 107 12
42 111 36
11 21 10
1 13 3
49 74 15
81 105 8
55 63 0
89 286 26
214 269 50
73 100 15
76 146 51
18 258 220
109 130 8
53 91 1
12 282 216
74 110 6
135 170 14
115 122 2
114 116 3
81 110 8
15 148 95
40 54 12
12 21 10
20 143 121
89 187 63
50 58 2
12 13 2
30 126 89
141 275 101
60 65 1
82 135 5
8 123 52
186 229 12
19 299 260
58 233 100
9 73 47
19 21 1
60 82 17
87 187 98
21 22 1
265 276 7
86 138 3
190 299 11
3 42 36
15 162 12
36 57 19
71 301 76
8 84 6
174 197 3
26 67 26
44 178 85
99 108 6
117 181 23
9 31 22
22 294 25
40 44 2
96 213 116
251 254 1
22 85 21
30 263 99
9 158 114
65 165 85
24 223 58
82 291 209
207 284 25
63 290 36
4 152 82
17 50 26
51 256 179
134 287 47
2 11 0
2 2 0
24 223 6
59 313 239
57 217 130
79 111 23
278 278 1
89 192 92
122 299 51
36 70 10
208 298 89
166 179 9
105 176 24
26 173 143
85 129 21
22 25 2
60 128 59
16 82 5
176 226 47
34 99 55
29 87 47
260 269 7
20 51 2
172 277 33
177 296 110
19 156 72
28 74 39
145 162 14
31 60 15
54 141 1
70 214 122
86 184 30
82 205 65
60 91 10
77 203 66
163 253 6
13 207 168
14 112 56
41 220 180
256 258 0
78 92 12
22 28 5
137 271 87
97 258 152
6 136 93
246 257 4
119 188 10
46 271 44
25 84 42
205 250 31
39 148 56
37 200 129
60 238 165
95 109 11
62 88 16
84 253 52
57 233 20
48 241 61
18 50 31
10 82 53
247 296 41
9 187 161
96 235 109
48 236 92
21 70 36
25 54 3
37 39 0
206 236 1
63 65 0
73 111 39
8 41 27
47 226 21
75 135 41
277 284 8
195 204 3
232 248 3
155 213 39
129 293 43
124 312 136
75 245 4
2 3 0
40 45 2
248 298 17
134 236 44
137 218 15
5 17 3
41 306 21
45 97 12
200 200 1
214 301 53
257 306 40
106 196 77
118 186 51
125 221 1
91 234 50
52 63 6
14 262 79
29 227 3
271 272 2
203 289 73
67 125 19
55 90 0
170 193 21
5 155 60
9 78 46
31 92 59
31 83 44
44 195 6
21 36 16
5 5 0
109 296 56
156 173 9
243 291 38
133 288 53
192 313 18
106 188 35
163 172 4
38 53 0
75 140 47
107 116 4
58 313 151
26 58 29
96 107 0
130 141 11
143 212 0
30 113 1
37 193 67
82 247 35
160 199 19
211 311 1
124 253 65
4 97 24
121 137 11
144 146 1
6 25 12
72 117 37
11 37 6
9 53 1
150 172 0
29 132 14
10 35 1
48 69 22
112 246 74
62 102 40
11 17 7
29 70 20
7 32 11
87 104 16
245 275 11
116 266 87
90 171 20
4 17 0
39 152 47
106 113 2
41 41 0
15 113 93
11 15 2
51 191 64
145 231 22
1 2 1
160 204 26
3 10 1
153 260 102
2 175 90
9 32 9
186 225 3
35 84 34
23 161 114
1 60 33
132 287 27
97 187 73
18 190 38
156 233 61
124 211 12
197 249 27
13 38 17
143 221 66
106 108 1
8 97 51
14 14 0
1 1 1
81 121 5
87 243 31
74 182 89
95 102 2
183 298 31
5 95 66
17 201 122
75 184 35
152 247 19
188 229 42
49 182 110
136 174 14
114 150 24
6 153 47
14 99 75
78 240 44
154 239 25
111 282 72
98 129 29
148 253 69
136 173 5
66 120 50
147 189 37
134 135 1
120 139 5
16 17 1
208 227 16
2 6 3
182 184 3
85 92 5
34 112 48
59 160 48
71 162 85
58 149 82
172 292 36
158 229 63
9 12 4
102 124 4
182 185 4
116 213 91
139 246 33
31 82 32
96 253 66
6 73 35
9 147 16
185 305 95
6 6 1
15 210 78
1 5 5
25 48 7
179 309 76
221 267 20
17 265 65
214 277 31
94 95 1
132 165 31
163 277 102
12 18 7
38 44 6
95 278 21
51 104 31
35 276 91
95 101 2
7 203 52
144 155 1
82 141 49
177 251 32
20 43 23
86 138 42
198 244 25
79 231 92
84 242 1
22 57 22
148 241 40
39 210 5
28 125 73
212 314 92
97 208 32
114 236 84
191 298 20
111 305 83
57 84 10
54 150 74
158 206 49
26 41 13
98 125 12
119 161 31
17 228 12
117 189 49
16 24 7
3 119 104
167 228 21
46 48 3
30 51 20
232 274 11
123 235 38
261 308 29
35 40 1
57 70 6
63 264 114
103 123 7
124 268 96
61 126 8
234 264 0
66 290 40
241 278 8
4 5 1
140 172 18
64 75 1
29 263 39
13 45 27
220 298 34
10 203 33
35 200 153
33 169 99
22 124 26
8 128 36
39 185 118
229 277 46
123 144 10
109 161 33
250 307 3
37 41 3
276 277 1
115 225 32
135 199 6
304 305 1
73 284 143
128 189 37
69 85 2
17 128 71
179 231 30
3 19 7
97 280 34
157 243 48
96 159 42
186 234 42
137 168 17
160 167 8
110 183 2
19 91 68
110 208 37
31 250 137
113 156 3
42 98 50
29 305 18
12 111 7
8 256 63
1 1 1
245 247 0
7 124 54
3 44 38
40 112 54
77 78 0
238 254 0
1 1 1
4 12 3
162 287 11
252 287 17
5 10 2
55 115 56
19 111 68
143 165 17
23 56 25
64 198 19
82 235 49
132 217 7
11 11 0
124 206 6
254 265 7
178 229 41
63 167 42
174 181 2
55 138 17
229 229 1
11 88 68
12 52 17
123 143 19
35 289 129
182 291 72
146 308 162
169 217 28
12 25 5
72 143 66
107 208 85
156 227 16
21 98 28
135 186 51
34 35 1
2 63 1
13 265 63
29 35 4
5 69 6
167 174 8
48 169 64
119 252 25
244 262 0
25 194 115
7 296 217
22 51 4
34 178 125
17 26 10
8 10 1
102 242 11
4 9 1
34 71 28
188 294 41
86 205 90
1 1 1
9 79 65
49 127 58
58 94 29
2 45 27
185 203 10
7 171 135
53 96 8
47 308 201
21 38 13
38 161 111
38 97 13
6 120 49
109 252 67
67 78 10
72 72 0
273 308 22
52 90 21
32 179 108
136 206 8
49 82 28
185 279 58
60 199 74
35 75 3
62 184 48
17 213 89
79 95 7
35 274 224
227 255 26
271 277 2
3 165 87
1 103 15
20 43 3
66 176 73
7 158 120
38 121 46
13 14 2
4 245 106
188 300 76
13 82 40
16 17 0
239 265 8
92 119 3
14 36 10
13 280 244
73 76 0
201 223 13
66 222 2
112 197 82
42 62 12
45 92 12
22 98 53
138 239 40
5 109 105
81 246 84
39 207 97
19 64 46
65 246 92
6 55 47
166 182 9
188 197 0
75 109 21
190 264 1
22 80 22
33 172 33
30 214 20
11 96 43
129 220 4
174 232 47
83 123 23
142 168 13
114 119 3
25 53 15
116 147 26
5 79 30
9 109 24
33 39 7
102 198 14
110 194 18
166 293 74
96 248 37
44 84 35
36 93 52
117 210 11
114 252 16
79 100 9
28 213 98
286 293 3
198 293 8
45 47 3
40 79 22
276 281 6
9 16 8
220 266 43
55 108 2
92 151 37
151 194 29
11 16 2
128 271 63
33 50 15
68 209 41
141 295 140
42 65 14
4 19 15
137 298 16
9 29 0
99 309 108
28 81 7
181 211 15
5 181 45
95 315 34
116 156 21
9 15 6
85 231 123
49 67 10
123 185 4
53 137 45
162 263 6
36 167 92
155 178 0
20 21 1
5 6 1
265 266 2
13 20 1
297 313 15
17 29 13
121 175 51
26 148 20
82 189 104
110 194 82
24 45 2
35 209 154
35 80 36
88 214 38
84 159 4
5 124 57
44 175 112
113 123 9
12 147 105
115 294 45
237 280 20
92 103 6
161 204 34
141 165 17
181 251 2
22 219 157
15 30 0
56 271 153
27 176 142
77 106 17
38 104 13
170 192 22
98 209 111
7 66 11
178 211 15
35 74 12
105 218 50
36 52 6
14 292 9
62 100 33
81 117 3
3 243 81
6 53 5
23 81 34
206 254 5
75 134 52
169 195 4
3 18 14
2 7 1
6 73 68
47 100 51
168 293 49
37 100 21
52 61 3
50 75 3
32 107 51
2 34 10
56 178 107
118 261 96
108 268 31
157 212 13
41 124 37
208 286 53
2 252 135
41 43 2
62 310 143
175 227 49
96 96 0
161 210 30
25 288 60
49 217 112
54 165 98
139 191 45
57 175 59
27 98 54
162 285 92
141 224 71
206 311 78
102 189 87
76 100 2
196 290 58
244 315 24
125 143 17
3 14 0
63 71 3
202 297 89
86 95 4
194 272 60
16 16 1
51 250 87
7 11 2
58 65 2
5 37 30
151 190 1
185 223 22
8 27 13
20 47 15
80 124 34
29 29 1
5 79 66
117 195 41
76 102 2
24 132 72
34 50 17
27 30 2
113 140 3
20 38 14
19 66 3
41 260 69
175 212 21
38 57 0
100 179 51
20 51 13
11 14 2
45 238 107
75 221 70
43 46 0
4 7 2
80 223 5
124 146 15
42 108 47
111 200 77
56 63 7
6 27 5
30 289 131
15 174 23
30 97 62
77 266 71
6 177 43
4 20 0
151 159 7
225 267 28
43 272 151
78 81 3
17 22 5
154 290 110
177 303 10
46 158 112
19 203 160
289 296 4
253 285 18
16 30 9
1 121 45
92 116 7
84 230 118
93 105 2
28 152 47
11 28 9
28 72 36
228 270 7
17 215 99
4 221 208
4 9 1
25 105 5
98 187 87
14 93 67
9 122 40
116 247 118
12 17 1
60 162 30
2 5 2
1 3 0
80 134 12
53 63 3
8 244 134
179 249 57
12 126 82
10 175 21
2 22 20
127 278 31
128 220 5
48 227 72
72 218 21
19 210 158
49 61 3
15 269 131
84 184 7
21 147 15
133 148 3
16 86 15
25 175 84
77 237 93
170 182 4
45 195 84
3 7 5
23 86 26
128 218 87
184 195 0
234 310 17
108 128 8
177 229 46
17 68 33
11 156 110
48 67 15
2 2 0
30 31 1
23 52 1
127 182 5
91 97 4
31 178 113
5 65 42
121 190 59
182 194 5
114 137 18
69 160 20
4 127 121
55 206 49
77 150 50
12 53 38
226 290 14
180 182 1
18 68 33
48 157 26
66 95 6
5 198 71
163 313 90
4 107 5
141 187 11
35 95 49
54 59 0
107 200 60
241 260 3
76 241 102
50 115 39
36 72 18
127 149 14
35 55 1
56 158 41
125 145 1
102 200 16
4 18 0
15 17 2
159 189 0
256 302 7
233 238 6
102 271 17
101 123 8
8 13 5
69 90 15
24 309 137
117 192 62
6 260 62
169 223 19
139 277 51
168 173 5
19 154 1
233 256 12
79 189 48
174 253 26
89 196 11
185 315 0
88 284 128
24 47 1
187 219 33
91 185 10
116 187 21
25 56 20
31 75 33
62 124 15
9 174 7
89 99 7
96 190 35
98 263 28
15 19 1
143 278 39
39 125 14
66 94 24
157 249 70
156 159 3
177 299 56
125 199 43
95 160 25
22 93 39
87 141 49
101 145 4
98 127 30
217 313 24
20 72 52
17 28 1
24 84 22
14 14 0
32 226 110
26 159 59
51 110 4
103 295 128
165 279 100
124 131 0
27 55 0
125 221 16
71 114 23
7 264 107
104 285 11
160 300 30
54 276 97
41 212 87
32 192 68
103 139 24
7 133 87
166 297 82
119 251 32
2 130 85
21 97 47
84 126 38
3 4 0
1 200 48
37 59 6
38 43 2
36 152 104
55 162 78
130 138 9
124 182 36
63 143 8
17 199 120
20 26 3
85 98 5
9 18 0
59 152 37
135 196 49
100 142 42
131 143 0
11 309 103
196 258 40
224 248 5
1 14 8
137 185 10
11 14 4
74 268 126
92 232 125
4 27 18
270 288 1
106 172 22
34 37 2
176 239 22
236 287 26
38 48 11
27 126 21
213 288 6
151 165 1
41 249 29
75 285 1
162 201 18
119 130 5
244 289 15
38 108 35
94 108 4
150 194 9
29 52 1
91 110 14
10 13 3
25 222 145
68 194 46
229 240 10
16 227 193
1 11 2
5 291 149
18 21 1
8 17 4
32 38 3
62 71 7
167 220 24
17 161 121
36 37 2
70 153 35
27 260 53
55 82 8
275 279 4
20 61 2
23 67 40
143 212 0
185 206 13
60 91 24
6 7 2
12 113 85
208 240 11
107 194 22
24 140 44
19 294 264
91 117 12
1 42 18
17 270 129
10 45 5
133 136 1
174 269 66
168 227 47
34 94 17
74 139 54
15 65 19
2 8 3
27 57 22
19 45 24
151 243 90
34 97 36
81 113 19
38 137 97
161 229 46
77 82 4
46 142 39
36 146 30
55 131 62
14 42 16
15 24 5
135 203 13
53 93 13
77 148 11
32 121 38
143 259 58
141 246 23
61 78 10
14 46 20
277 279 2
10 17 8
237 290 22
136 255 90
87 89 1
113 269 0
114 200 2
58 269 208
32 201 4
45 278 27
46 134 87
190 192 2
144 145 0
24 179 142
55 171 84
65 149 23
21 61 11
299 307 5
22 48 12
9 22 9
31 128 9
67 71 4
202 232 3
60 217 134
44 107 6
37 78 0
128 247 50
59 221 103
124 304 86
54 202 137
13 31 6
66 182 40
38 42 2
39 61 8
188 197 9
246 274 21
78 151 24
5 22 10
61 74 4
27 39 10
150 246 30
110 282 123
13 27 12
24 54 18
169 188 19
242 288 37
28 172 137
98 211 72
27 125 78
45 222 108
37 119 57
75 264 99
27 55 16
80 198 64
197 216 17
74 213 56
21 33 6
2 100 55
17 167 134
80 222 11
86 153 64
3 83 31
130 210 18
34 85 12
128 138 11
136 211 5
52 71 5
16 110 5
5 39 22
36 123 20
42 184 22
231 265 30
203 268 1
11 30 7
171 195 11
7 11 0
29 137 4
104 278 72
93 93 1
174 224 47
72 177 55
18 163 121
213 238 18
96 96 0
126 183 51
15 29 4
11 139 10
18 252 128
108 216 100
164 274 61
33 300 204
101 110 5
12 208 119
100 171 53
237 270 33
14 22 0
22 32 11
78 106 4
289 303 7
5 286 28
57 178 112
30 56 3
6 180 89
144 277 88
5 260 191
2 271 69
197 212 7
14 16 3
32 240 160
46 130 63
54 138 25
2 5 2
43 59 4
49 64 11
89 244 103
43 292 68
5 177 141
18 223 0
51 155 80
43 107 43
52 145 0
14 263 193
194 277 56
71 195 30
3 9 7
72 79 7
125 299 10
149 151 2
21 131 0
215 279 10
247 249 3
26 308 254
22 74 5
76 156 17
40 60 19
8 65 44
280 297 5
22 39 8
63 311 127
109 168 41
26 160 80
171 230 27
255 290 30
92 96 5
141 237 59
66 80 12
39 115 41
10 135 112
47 106 27
17 26 9
32 78 4
268 305 35
104 241 55
166 174 1
75 121 6
142 199 16
40 182 36
242 296 45
15 46 6
170 196 0
77 259 3
107 190 56
2 15 7
44 82 2
109 171 60
31 100 68
272 275 2
17 41 5
28 29 0
71 125 36
2 2 1
55 79 5
195 209 15
198 273 34
157 164 5
72 141 55
42 81 26
187 211 0
196 291 65
33 302 148
51 189 104
5 11 2
1 205 33
249 294 29
106 121 5
63 195 68
240 271 7
98 264 22
10 16 0
4 11 5
147 216 14
55 287 18
183 188 4
86 155 59
211 276 33
12 40 13
64 292 151
200 287 30
59 130 31
296 304 5
121 185 19
261 267 0
72 260 20
56 248 4
189 274 47
116 198 53
116 123 7
10 173 103
229 252 1
125 173 5
54 67 10
124 186 22
28 130 97
88 274 165
126 154 23
154 248 87
1 11 1
2 32 9
71 118 8
36 63 16
16 105 56
47 166 89
163 207 23
20 141 46
120 170 50
241 307 44
2 173 43
110 181 8
84 225 86
51 112 61
26 280 114
10 11 2
227 267 32
14 136 24
123 310 66
126 306 24
210 215 6
1 1 0
63 299 27
28 43 11
13 136 39
239 280 35
94 169 34
8 23 7
25 123 95
62 284 14
80 182 34
40 46 6
71 94 20
22 175 126
8 104 25
21 44 18
111 244 83
205 241 30
63 106 36
9 98 25
85 162 22
231 270 31
255 287 24
32 64 4
60 103 40
118 120 3
296 306 9
39 87 44
5 26 4
240 303 4
156 245 47
36 55 10
111 184 51
66 232 9
121 238 69
92 293 28
16 19 3
58 214 74
114 161 15
63 200 28
61 113 13
6 8 3
180 285 99
11 11 0
55 219 57
45 63 13
12 160 39
118 272 20
71 73 3
42 53 10
39 209 78
17 108 65
46 51 2
7 120 33
16 17 0
65 282 60
48 221 25
4 69 54
15 20 6
105 279 103
6 15 7
132 176 2
149 289 47
7 259 192
46 61 11
55 205 69
30 58 2
11 14 2
6 72 57
4 7 0
8 69 6
88 109 6
105 208 25
50 212 38
106 232 18
9 86 77
4 73 6
272 278 7
26 50 25
108 236 53
38 104 52
174 175 1
121 241 109
180 276 40
25 169 10
208 216 3
169 209 40
1 227 181
76 225 70
106 107 0
28 128 4
13 196 11
90 105 9
4 119 45
34 60 3
71 228 106
92 210 34
84 87 4
202 241 30
120 189 17
24 219 120
68 217 116
98 308 17
18 26 5
4 5 0
38 40 3
83 210 89
151 252 42
26 38 3
8 314 96
6 15 5
11 30 8
73 74 1
63 76 11
115 115 0
9 106 10
156 305 90
92 154 26
35 93 26
167 228 50
