1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
1 2 3 4 5 6 7 8 9 10 11 14 15 18 20 
1 2 3 4 5 6 7 8 9 10 11 14 15 19 20 
1 2 3 4 5 6 7 8 9 10 11 14 16 17 18 
1 2 3 4 5 6 7 8 9 10 11 14 16 17 19 
1 2 3 4 5 6 7 8 9 10 11 14 16 17 20 
1 2 3 4 5 6 7 8 9 10 11 14 16 18 19 
1 2 3 4 5 6 7 8 9 10 11 14 16 18 20 
1 2 3 4 5 6 7 8 9 10 11 14 16 19 20 
1 2 3 4 5 6 7 8 9 10 11 14 17 18 19 
1 2 3 4 5 6 7 8 9 10 11 14 17 18 20 
1 2 3 4 5 6 7 8 9 10 11 14 17 19 20 
1 2 3 4 5 6 7 8 9 10 11 14 18 19 20 
1 2 3 4 5 6 7 8 9 10 11 15 16 17 18 
1 2 3 4 5 6 7 8 9 10 11 15 16 17 19 
1 2 3 4 5 6 7 8 9 10 11 15 16 17 20 
1 2 3 4 5 6 7 8 9 10 11 15 16 18 19 
1 2 3 4 5 6 7 8 9 10 11 15 16 18 20 
1 2 3 4 5 6 7 8 9 10 11 15 16 19 20 
1 2 3 4 5 6 7 8 9 10 11 15 17 18 19 
1 2 3 4 5 6 7 8 9 10 11 15 17 18 20 
1 2 3 4 5 6 7 8 9 10 11 15 17 19 20 
1 2 3 4 5 6 7 8 9 10 11 15 18 19 20 
1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 
1 2 3 4 5 6 7 8 9 10 11 16 17 18 20 
1 2 3 4 5 6 7 8 9 10 11 16 17 19 20 
1 2 3 4 5 6 7 8 9 10 11 16 18 19 20 
1 2 3 4 5 6 7 8 9 10 11 17 18 19 20 
1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 
1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 
1 2 3 4 5 6 7 8 9 10 12 13 14 15 18 
1 2 3 4 5 6 7 8 9 10 12 13 14 15 19 
1 2 3 4 5 6 7 8 9 10 12 13 14 15 20 
1 2 3 4 5 6 7 8 9 10 12 13 14 16 17 
1 2 3 4 5 6 7 8 9 10 12 13 14 16 18 
1 2 3 4 5 6 7 8 9 10 12 13 14 16 19 
1 2 3 4 5 6 7 8 9 10 12 13 14 16 20 
1 2 3 4 5 6 7 8 9 10 12 13 14 17 18 
1 2 3 4 5 6 7 8 9 10 12 13 14 17 19 
1 2 3 4 5 6 7 8 9 10 12 13 14 17 20 
1 2 3 4 5 6 7 8 9 10 12 13 14 18 19 
1 2 3 4 5 6 7 8 9 10 12 13 14 18 20 
1 2 3 4 5 6 7 8 9 10 12 13 14 19 20 
1 2 3 4 5 6 7 8 9 10 12 13 15 16 17 
1 2 3 4 5 6 7 8 9 10 12 13 15 16 18 
1 2 3 4 5 6 7 8 9 10 12 13 15 16 19 
1 2 3 4 5 6 7 8 9 10 12 13 15 16 20 
1 2 3 4 5 6 7 8 9 10 12 13 15 17 18 
1 2 3 4 5 6 7 8 9 10 12 13 15 17 19 
1 2 3 4 5 6 7 8 9 10 12 13 15 17 20 
1 2 3 4 5 6 7 8 9 10 12 13 15 18 19 
1 2 3 4 5 6 7 8 9 10 12 13 15 18 20 
1 2 3 4 5 6 7 8 9 10 12 13 15 19 20 
1 2 3 4 5 6 7 8 9 10 12 13 16 17 18 
1 2 3 4 5 6 7 8 9 10 12 13 16 17 19 
1 2 3 4 5 6 7 8 9 10 12 13 16 17 20 
1 2 3 4 5 6 7 8 9 10 12 13 16 18 19 
1 2 3 4 5 6 7 8 9 10 12 13 16 18 20 
1 2 3 4 5 6 7 8 9 10 12 13 16 19 20 
1 2 3 4 5 6 7 8 9 10 12 13 17 18 19 
1 2 3 4 5 6 7 8 9 10 12 13 17 18 20 
1 2 3 4 5 6 7 8 9 10 12 13 17 19 20 
1 2 3 4 5 6 7 8 9 10 12 13 18 19 20 
1 2 3 4 5 6 7 8 9 10 12 14 15 16 17 
1 2 3 4 5 6 7 8 9 10 12 14 15 16 18 
1 2 3 4 5 6 7 8 9 10 12 14 15 16 19 
1 2 3 4 5 6 7 8 9 10 12 14 15 16 20 
1 2 3 4 5 6 7 8 9 10 12 14 15 17 18 
1 2 3 4 5 6 7 8 9 10 12 14 15 17 19 
1 2 3 4 5 6 7 8 9 10 12 14 15 17 20 
1 2 3 4 5 6 7 8 9 10 12 14 15 18 19 
1 2 3 4 5 6 7 8 9 10 12 14 15 18 20 
1 2 3 4 5 6 7 8 9 10 12 14 15 19 20 
1 2 3 4 5 6 7 8 9 10 12 14 16 17 18 
1 2 3 4 5 6 7 8 9 10 12 14 16 17 19 
1 2 3 4 5 6 7 8 9 10 12 14 16 17 20 
1 2 3 4 5 6 7 8 9 10 12 14 16 18 19 
1 2 3 4 5 6 7 8 9 10 12 14 16 18 20 
1 2 3 4 5 6 7 8 9 10 12 14 16 19 20 
1 2 3 4 5 6 7 8 9 10 12 14 17 18 19 
1 2 3 4 5 6 7 8 9 10 12 14 17 18 20 
1 2 3 4 5 6 7 8 9 10 12 14 17 19 20 
1 2 3 4 5 6 7 8 9 10 12 14 18 19 20 
1 2 3 4 5 6 7 8 9 10 12 15 16 17 18 
1 2 3 4 5 6 7 8 9 10 12 15 16 17 19 
1 2 3 4 5 6 7 8 9 10 12 15 16 17 20 
1 2 3 4 5 6 7 8 9 10 12 15 16 18 19 
1 2 3 4 5 6 7 8 9 10 12 15 16 18 20 
1 2 3 4 5 6 7 8 9 10 12 15 16 19 20 
1 2 3 4 5 6 7 8 9 10 12 15 17 18 19 
1 2 3 4 5 6 7 8 9 10 12 15 17 18 20 
1 2 3 4 5 6 7 8 9 10 12 15 17 19 20 
1 2 3 4 5 6 7 8 9 10 12 15 18 19 20 
1 2 3 4 5 6 7 8 9 10 12 16 17 18 19 
1 2 3 4 5 6 7 8 9 10 12 16 17 18 20 
1 2 3 4 5 6 7 8 9 10 12 16 17 19 20 
1 2 3 4 5 6 7 8 9 10 12 16 18 19 20 
1 2 3 4 5 6 7 8 9 10 12 17 18 19 20 
1 2 3 4 5 6 7 8 9 10 13 14 15 16 17 
1 2 3 4 5 6 7 8 9 10 13 14 15 16 18 
1 2 3 4 5 6 7 8 9 10 13 14 15 16 19 
1 2 3 4 5 6 7 8 9 10 13 14 15 16 20 
1 2 3 4 5 6 7 8 9 10 13 14 15 17 18 
1 2 3 4 5 6 7 8 9 10 13 14 15 17 19 
1 2 3 4 5 6 7 8 9 10 13 14 15 17 20 
1 2 3 4 5 6 7 8 9 10 13 14 15 18 19 
1 2 3 4 5 6 7 8 9 10 13 14 15 18 20 
1 2 3 4 5 6 7 8 9 10 13 14 15 19 20 
1 2 3 4 5 6 7 8 9 10 13 14 16 17 18 
1 2 3 4 5 6 7 8 9 10 13 14 16 17 19 
1 2 3 4 5 6 7 8 9 10 13 14 16 17 20 
1 2 3 4 5 6 7 8 9 10 13 14 16 18 19 
1 2 3 4 5 6 7 8 9 10 13 14 16 18 20 
1 2 3 4 5 6 7 8 9 10 13 14 16 19 20 
1 2 3 4 5 6 7 8 9 10 13 14 17 18 19 
1 2 3 4 5 6 7 8 9 10 13 14 17 18 20 
1 2 3 4 5 6 7 8 9 10 13 14 17 19 20 
1 2 3 4 5 6 7 8 9 10 13 14 18 19 20 
1 2 3 4 5 6 7 8 9 10 13 15 16 17 18 
1 2 3 4 5 6 7 8 9 10 13 15 16 17 19 
1 2 3 4 5 6 7 8 9 10 13 15 16 17 20 
1 2 3 4 5 6 7 8 9 10 13 15 16 18 19 
1 2 3 4 5 6 7 8 9 10 13 15 16 18 20 
1 2 3 4 5 6 7 8 9 10 13 15 16 19 20 
1 2 3 4 5 6 7 8 9 10 13 15 17 18 19 
1 2 3 4 5 6 7 8 9 10 13 15 17 18 20 
1 2 3 4 5 6 7 8 9 10 13 15 17 19 20 
1 2 3 4 5 6 7 8 9 10 13 15 18 19 20 
1 2 3 4 5 6 7 8 9 10 13 16 17 18 19 
1 2 3 4 5 6 7 8 9 10 13 16 17 18 20 
1 2 3 4 5 6 7 8 9 10 13 16 17 19 20 
1 2 3 4 5 6 7 8 9 10 13 16 18 19 20 
1 2 3 4 5 6 7 8 9 10 13 17 18 19 20 
1 2 3 4 5 6 7 8 9 10 14 15 16 17 18 
1 2 3 4 5 6 7 8 9 10 14 15 16 17 19 
1 2 3 4 5 6 7 8 9 10 14 15 16 17 20 
1 2 3 4 5 6 7 8 9 10 14 15 16 18 19 
1 2 3 4 5 6 7 8 9 10 14 15 16 18 20 
1 2 3 4 5 6 7 8 9 10 14 15 16 19 20 
1 2 3 4 5 6 7 8 9 10 14 15 17 18 19 
1 2 3 4 5 6 7 8 9 10 14 15 17 18 20 
1 2 3 4 5 6 7 8 9 10 14 15 17 19 20 
1 2 3 4 5 6 7 8 9 10 14 15 18 19 20 
1 2 3 4 5 6 7 8 9 10 14 16 17 18 19 
1 2 3 4 5 6 7 8 9 10 14 16 17 18 20 
1 2 3 4 5 6 7 8 9 10 14 16 17 19 20 
1 2 3 4 5 6 7 8 9 10 14 16 18 19 20 
1 2 3 4 5 6 7 8 9 10 14 17 18 19 20 
1 2 3 4 5 6 7 8 9 10 15 16 17 18 19 
1 2 3 4 5 6 7 8 9 10 15 16 17 18 20 
1 2 3 4 5 6 7 8 9 10 15 16 17 19 20 
1 2 3 4 5 6 7 8 9 10 15 16 18 19 20 
1 2 3 4 5 6 7 8 9 10 15 17 18 19 20 
1 2 3 4 5 6 7 8 9 10 16 17 18 19 20 
1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 
1 2 3 4 5 6 7 8 9 11 12 13 14 15 17 
1 2 3 4 5 6 7 8 9 11 12 13 14 15 18 
1 2 3 4 5 6 7 8 9 11 12 13 14 15 19 
1 2 3 4 5 6 7 8 9 11 12 13 14 15 20 
1 2 3 4 5 6 7 8 9 11 12 13 14 16 17 
1 2 3 4 5 6 7 8 9 11 12 13 14 16 18 
1 2 3 4 5 6 7 8 9 11 12 13 14 16 19 
1 2 3 4 5 6 7 8 9 11 12 13 14 16 20 
1 2 3 4 5 6 7 8 9 11 12 13 14 17 18 
1 2 3 4 5 6 7 8 9 11 12 13 14 17 19 
1 2 3 4 5 6 7 8 9 11 12 13 14 17 20 
1 2 3 4 5 6 7 8 9 11 12 13 14 18 19 
1 2 3 4 5 6 7 8 9 11 12 13 14 18 20 
1 2 3 4 5 6 7 8 9 11 12 13 14 19 20 
1 2 3 4 5 6 7 8 9 11 12 13 15 16 17 
1 2 3 4 5 6 7 8 9 11 12 13 15 16 18 
1 2 3 4 5 6 7 8 9 11 12 13 15 16 19 
1 2 3 4 5 6 7 8 9 11 12 13 15 16 20 
1 2 3 4 5 6 7 8 9 11 12 13 15 17 18 
1 2 3 4 5 6 7 8 9 11 12 13 15 17 19 
1 2 3 4 5 6 7 8 9 11 12 13 15 17 20 
1 2 3 4 5 6 7 8 9 11 12 13 15 18 19 
1 2 3 4 5 6 7 8 9 11 12 13 15 18 20 
1 2 3 4 5 6 7 8 9 11 12 13 15 19 20 
1 2 3 4 5 6 7 8 9 11 12 13 16 17 18 
1 2 3 4 5 6 7 8 9 11 12 13 16 17 19 
1 2 3 4 5 6 7 8 9 11 12 13 16 17 20 
1 2 3 4 5 6 7 8 9 11 12 13 16 18 19 
1 2 3 4 5 6 7 8 9 11 12 13 16 18 20 
1 2 3 4 5 6 7 8 9 11 12 13 16 19 20 
1 2 3 4 5 6 7 8 9 11 12 13 17 18 19 
1 2 3 4 5 6 7 8 9 11 12 13 17 18 20 
1 2 3 4 5 6 7 8 9 11 12 13 17 19 20 
1 2 3 4 5 6 7 8 9 11 12 13 18 19 20 
1 2 3 4 5 6 7 8 9 11 12 14 15 16 17 
1 2 3 4 5 6 7 8 9 11 12 14 15 16 18 
1 2 3 4 5 6 7 8 9 11 12 14 15 16 19 
1 2 3 4 5 6 7 8 9 11 12 14 15 16 20 
1 2 3 4 5 6 7 8 9 11 12 14 15 17 18 
1 2 3 4 5 6 7 8 9 11 12 14 15 17 19 
1 2 3 4 5 6 7 8 9 11 12 14 15 17 20 
1 2 3 4 5 6 7 8 9 11 12 14 15 18 19 
1 2 3 4 5 6 7 8 9 11 12 14 15 18 20 
1 2 3 4 5 6 7 8 9 11 12 14 15 19 20 
1 2 3 4 5 6 7 8 9 11 12 14 16 17 18 
1 2 3 4 5 6 7 8 9 11 12 14 16 17 19 
1 2 3 4 5 6 7 8 9 11 12 14 16 17 20 
1 2 3 4 5 6 7 8 9 11 12 14 16 18 19 
1 2 3 4 5 6 7 8 9 11 12 14 16 18 20 
1 2 3 4 5 6 7 8 9 11 12 14 16 19 20 
1 2 3 4 5 6 7 8 9 11 12 14 17 18 19 
1 2 3 4 5 6 7 8 9 11 12 14 17 18 20 
1 2 3 4 5 6 7 8 9 11 12 14 17 19 20 
1 2 3 4 5 6 7 8 9 11 12 14 18 19 20 
1 2 3 4 5 6 7 8 9 11 12 15 16 17 18 
1 2 3 4 5 6 7 8 9 11 12 15 16 17 19 
1 2 3 4 5 6 7 8 9 11 12 15 16 17 20 
1 2 3 4 5 6 7 8 9 11 12 15 16 18 19 
1 2 3 4 5 6 7 8 9 11 12 15 16 18 20 
1 2 3 4 5 6 7 8 9 11 12 15 16 19 20 
1 2 3 4 5 6 7 8 9 11 12 15 17 18 19 
1 2 3 4 5 6 7 8 9 11 12 15 17 18 20 
1 2 3 4 5 6 7 8 9 11 12 15 17 19 20 
1 2 3 4 5 6 7 8 9 11 12 15 18 19 20 
1 2 3 4 5 6 7 8 9 11 12 16 17 18 19 
1 2 3 4 5 6 7 8 9 11 12 16 17 18 20 
1 2 3 4 5 6 7 8 9 11 12 16 17 19 20 
1 2 3 4 5 6 7 8 9 11 12 16 18 19 20 
1 2 3 4 5 6 7 8 9 11 12 17 18 19 20 
1 2 3 4 5 6 7 8 9 11 13 14 15 16 17 
1 2 3 4 5 6 7 8 9 11 13 14 15 16 18 
1 2 3 4 5 6 7 8 9 11 13 14 15 16 19 
1 2 3 4 5 6 7 8 9 11 13 14 15 16 20 
1 2 3 4 5 6 7 8 9 11 13 14 15 17 18 
1 2 3 4 5 6 7 8 9 11 13 14 15 17 19 
1 2 3 4 5 6 7 8 9 11 13 14 15 17 20 
1 2 3 4 5 6 7 8 9 11 13 14 15 18 19 
1 2 3 4 5 6 7 8 9 11 13 14 15 18 20 
1 2 3 4 5 6 7 8 9 11 13 14 15 19 20 
1 2 3 4 5 6 7 8 9 11 13 14 16 17 18 
1 2 3 4 5 6 7 8 9 11 13 14 16 17 19 
1 2 3 4 5 6 7 8 9 11 13 14 16 17 20 
1 2 3 4 5 6 7 8 9 11 13 14 16 18 19 
1 2 3 4 5 6 7 8 9 11 13 14 16 18 20 
1 2 3 4 5 6 7 8 9 11 13 14 16 19 20 
1 2 3 4 5 6 7 8 9 11 13 14 17 18 19 
1 2 3 4 5 6 7 8 9 11 13 14 17 18 20 
1 2 3 4 5 6 7 8 9 11 13 14 17 19 20 
1 2 3 4 5 6 7 8 9 11 13 14 18 19 20 
1 2 3 4 5 6 7 8 9 11 13 15 16 17 18 
1 2 3 4 5 6 7 8 9 11 13 15 16 17 19 
1 2 3 4 5 6 7 8 9 11 13 15 16 17 20 
1 2 3 4 5 6 7 8 9 11 13 15 16 18 19 
1 2 3 4 5 6 7 8 9 11 13 15 16 18 20 
1 2 3 4 5 6 7 8 9 11 13 15 16 19 20 
1 2 3 4 5 6 7 8 9 11 13 15 17 18 19 
1 2 3 4 5 6 7 8 9 11 13 15 17 18 20 
1 2 3 4 5 6 7 8 9 11 13 15 17 19 20 
1 2 3 4 5 6 7 8 9 11 13 15 18 19 20 
1 2 3 4 5 6 7 8 9 11 13 16 17 18 19 
1 2 3 4 5 6 7 8 9 11 13 16 17 18 20 
1 2 3 4 5 6 7 8 9 11 13 16 17 19 20 
1 2 3 4 5 6 7 8 9 11 13 16 18 19 20 
1 2 3 4 5 6 7 8 9 11 13 17 18 19 20 
1 2 3 4 5 6 7 8 9 11 14 15 16 17 18 
1 2 3 4 5 6 7 8 9 11 14 15 16 17 19 
1 2 3 4 5 6 7 8 9 11 14 15 16 17 20 
1 2 3 4 5 6 7 8 9 11 14 15 16 18 19 
1 2 3 4 5 6 7 8 9 11 14 15 16 18 20 
1 2 3 4 5 6 7 8 9 11 14 15 16 19 20 
1 2 3 4 5 6 7 8 9 11 14 15 17 18 19 
1 2 3 4 5 6 7 8 9 11 14 15 17 18 20 
1 2 3 4 5 6 7 8 9 11 14 15 17 19 20 
1 2 3 4 5 6 7 8 9 11 14 15 18 19 20 
1 2 3 4 5 6 7 8 9 11 14 16 17 18 19 
1 2 3 4 5 6 7 8 9 11 14 16 17 18 20 
1 2 3 4 5 6 7 8 9 11 14 16 17 19 20 
1 2 3 4 5 6 7 8 9 11 14 16 18 19 20 
1 2 3 4 5 6 7 8 9 11 14 17 18 19 20 
1 2 3 4 5 6 7 8 9 11 15 16 17 18 19 
1 2 3 4 5 6 7 8 9 11 15 16 17 18 20 
1 2 3 4 5 6 7 8 9 11 15 16 17 19 20 
1 2 3 4 5 6 7 8 9 11 15 16 18 19 20 
1 2 3 4 5 6 7 8 9 11 15 17 18 19 20 
1 2 3 4 5 6 7 8 9 11 16 17 18 19 20 
1 2 3 4 5 6 7 8 9 12 13 14 15 16 17 
1 2 3 4 5 6 7 8 9 12 13 14 15 16 18 
1 2 3 4 5 6 7 8 9 12 13 14 15 16 19 
1 2 3 4 5 6 7 8 9 12 13 14 15 16 20 
1 2 3 4 5 6 7 8 9 12 13 14 15 17 18 
1 2 3 4 5 6 7 8 9 12 13 14 15 17 19 
1 2 3 4 5 6 7 8 9 12 13 14 15 17 20 
1 2 3 4 5 6 7 8 9 12 13 14 15 18 19 
1 2 3 4 5 6 7 8 9 12 13 14 15 18 20 
1 2 3 4 5 6 7 8 9 12 13 14 15 19 20 
1 2 3 4 5 6 7 8 9 12 13 14 16 17 18 
1 2 3 4 5 6 7 8 9 12 13 14 16 17 19 
1 2 3 4 5 6 7 8 9 12 13 14 16 17 20 
1 2 3 4 5 6 7 8 9 12 13 14 16 18 19 
1 2 3 4 5 6 7 8 9 12 13 14 16 18 20 
1 2 3 4 5 6 7 8 9 12 13 14 16 19 20 
1 2 3 4 5 6 7 8 9 12 13 14 17 18 19 
1 2 3 4 5 6 7 8 9 12 13 14 17 18 20 
1 2 3 4 5 6 7 8 9 12 13 14 17 19 20 
1 2 3 4 5 6 7 8 9 12 13 14 18 19 20 
1 2 3 4 5 6 7 8 9 12 13 15 16 17 18 
1 2 3 4 5 6 7 8 9 12 13 15 16 17 19 
1 2 3 4 5 6 7 8 9 12 13 15 16 17 20 
1 2 3 4 5 6 7 8 9 12 13 15 16 18 19 
1 2 3 4 5 6 7 8 9 12 13 15 16 18 20 
1 2 3 4 5 6 7 8 9 12 13 15 16 19 20 
1 2 3 4 5 6 7 8 9 12 13 15 17 18 19 
1 2 3 4 5 6 7 8 9 12 13 15 17 18 20 
1 2 3 4 5 6 7 8 9 12 13 15 17 19 20 
1 2 3 4 5 6 7 8 9 12 13 15 18 19 20 
1 2 3 4 5 6 7 8 9 12 13 16 17 18 19 
1 2 3 4 5 6 7 8 9 12 13 16 17 18 20 
1 2 3 4 5 6 7 8 9 12 13 16 17 19 20 
1 2 3 4 5 6 7 8 9 12 13 16 18 19 20 
1 2 3 4 5 6 7 8 9 12 13 17 18 19 20 
1 2 3 4 5 6 7 8 9 12 14 15 16 17 18 
1 2 3 4 5 6 7 8 9 12 14 15 16 17 19 
1 2 3 4 5 6 7 8 9 12 14 15 16 17 20 
1 2 3 4 5 6 7 8 9 12 14 15 16 18 19 
1 2 3 4 5 6 7 8 9 12 14 15 16 18 20 
1 2 3 4 5 6 7 8 9 12 14 15 16 19 20 
1 2 3 4 5 6 7 8 9 12 14 15 17 18 19 
1 2 3 4 5 6 7 8 9 12 14 15 17 18 20 
1 2 3 4 5 6 7 8 9 12 14 15 17 19 20 
1 2 3 4 5 6 7 8 9 12 14 15 18 19 20 
1 2 3 4 5 6 7 8 9 12 14 16 17 18 19 
1 2 3 4 5 6 7 8 9 12 14 16 17 18 20 
1 2 3 4 5 6 7 8 9 12 14 16 17 19 20 
1 2 3 4 5 6 7 8 9 12 14 16 18 19 20 
1 2 3 4 5 6 7 8 9 12 14 17 18 19 20 
1 2 3 4 5 6 7 8 9 12 15 16 17 18 19 
1 2 3 4 5 6 7 8 9 12 15 16 17 18 20 
1 2 3 4 5 6 7 8 9 12 15 16 17 19 20 
1 2 3 4 5 6 7 8 9 12 15 16 18 19 20 
1 2 3 4 5 6 7 8 9 12 15 17 18 19 20 
1 2 3 4 5 6 7 8 9 12 16 17 18 19 20 
1 2 3 4 5 6 7 8 9 13 14 15 16 17 18 
1 2 3 4 5 6 7 8 9 13 14 15 16 17 19 
1 2 3 4 5 6 7 8 9 13 14 15 16 17 20 
1 2 3 4 5 6 7 8 9 13 14 15 16 18 19 
1 2 3 4 5 6 7 8 9 13 14 15 16 18 20 
1 2 3 4 5 6 7 8 9 13 14 15 16 19 20 
1 2 3 4 5 6 7 8 9 13 14 15 17 18 19 
1 2 3 4 5 6 7 8 9 13 14 15 17 18 20 
1 2 3 4 5 6 7 8 9 13 14 15 17 19 20 
1 2 3 4 5 6 7 8 9 13 14 15 18 19 20 
1 2 3 4 5 6 7 8 9 13 14 16 17 18 19 
1 2 3 4 5 6 7 8 9 13 14 16 17 18 20 
1 2 3 4 5 6 7 8 9 13 14 16 17 19 20 
1 2 3 4 5 6 7 8 9 13 14 16 18 19 20 
1 2 3 4 5 6 7 8 9 13 14 17 18 19 20 
1 2 3 4 5 6 7 8 9 13 15 16 17 18 19 
